#,Name,Pos.,School,Age,HT,WT,pSPARQ,z-score,NFL%,LastName,HT,WT,Arm,Hand,Wing,40,20,10,SS,TC,BP,VJ,BJ
91,Quinton Dunbar,WR,Florida,25.7,6017,199,112.6,-0.3,39.6,Dunbar,6017,199,32.63,9.5,,4.43,2.47,1.47,4.16,7.1,7,35,10
92,Joe Craig,WR,Memphis,23.4,5105,167,112.5,-0.3,39.2,Craig,5105,167,,8.5,,4.45,2.53,1.53,4.06,6.71,7,36,10.42
93,Kenzel Doe,WR,Wisconsin,23.3,5074,175,112.4,-0.3,38.7,Doe,5074,175,28.38,8.25,,4.53,2.6,1.54,4.29,7.09,22,37,10.42
94,Brandon Terry,WR,Wake Forest,23.7,6047,212,112.3,-0.3,38.5,Terry,6047,212,,8.63,,4.43,2.53,1.58,4.41,7.18,23,32.5,10.17
95,Eli Rogers,WR,Louisville,22.8,5100,187,112.1,-0.3,37.7,Rogers,5100,187,29.88,9.25,,4.56,2.62,1.57,4.1,6.71,19,34.5,9.75
96,Andrew Robustelli,WR,Jacksonville,22.4,6026,212,112,-0.3,37.3,Robustelli,6026,212,31.13,10.13,,4.56,2.53,1.64,4.27,6.63,15,34.5,9.83
97,Nick Harwell,WR,Kansas,24.7,5112,193,111.9,-0.3,37.1,Harwell,5112,193,30.13,9.63,75.625,4.48,2.57,1.58,4.2,6.73,9,34.5,10.25
98,Shane Wynn,WR,Indiana,22.9,5060,167,111.8,-0.3,36.8,Wynn,5060,167,29.5,8.88,,4.3,2.47,1.49,4.25,6.89,13,36,10
99,Tyler Duncan,WR,New Mexico,23,5114,199,111.8,-0.3,36.7,Duncan,5114,199,,8.5,,4.48,2.63,1.64,4.18,7.03,,33.5,10.58
100,Kevonte Martin-Manley,WR,Iowa,21.9,6001,198,111.8,-0.3,36.7,Martin-Manley,6001,198,32.13,9.38,,4.57,2.65,1.6,4.21,6.94,,35.5,10.33
101,Jamison Crowder,WR,Duke,22.2,5083,185,111.4,-0.4,35.5,Crowder,5083,185,30.375,8.75,72.625,4.43,2.58,1.56,4.26,6.99,10,37,10.25
102,Devon Hughes,WR,Buffalo,,5115,183,111.3,-0.4,35,Hughes,5115,183,,,,4.69,2.65,1.56,4.17,6.96,15,37.5,10.5
103,Anthony Johnson,WR,West Texas A&M,24.2,6016,199,111.2,-0.4,34.7,Johnson,6016,199,31.75,8.63,77,4.6,2.65,1.6,4.19,7.06,13,35.5,10.5
104,Jerrel Brown,WR,New Mexico State,,5115,192,110.9,-0.4,33.9,Brown,5115,192,,,,4.58,2.63,1.57,4.2,6.76,5,37,10.33
105,Deontay Greenberry,WR,Houston,21.6,6010,211,110.8,-0.4,33.7,Greenberry,6010,211,31.25,9.5,,4.5,2.65,1.58,4.31,7.23,21,35.5,9.67
106,Vince Mayle,WR,Washington State,24.3,6020,224,110.7,-0.4,33.3,Mayle,6020,224,31.75,9,78.375,4.67,2.75,1.67,4.13,6.93,,35.5,9.75
107,Damien Watts,WR,Central Arkansas,,5077,196,110.6,-0.4,33,Watts,5077,196,30.38,9.63,,4.66,2.66,1.62,4.28,6.94,15,38.5,10.25
108,Earvin Anumgba,WR,West Georgia,22.3,5111,197,110.5,-0.4,32.7,Anumgba,5111,197,,,,4.54,2.65,1.6,4.37,6.97,7,38,10.58
109,Drew Phillips,WR,Akron,,5106,196,110.4,-0.5,32.2,Phillips,5106,196,,,,4.54,2.61,1.59,4.27,7.01,17,35,10.17
110,Nick Demski,WR,Manitoba,,5114,204,110.3,-0.5,31.9,Demski,5114,204,31,9.5,,4.56,2.65,1.56,4.19,6.91,19,32.5,9.75
111,John Harris,WR,Texas,,6023,213,110.1,-0.5,31.4,Harris,6023,213,33.25,9.25,78.75,4.57,2.65,1.56,4.45,6.82,19,33.5,9.83
112,Joseph Matthews,WR,New Mexico State,,6014,205,109.8,-0.5,30.5,Matthews,6014,205,,,,4.69,2.7,1.62,4.01,6.83,12,32.5,10.33
113,Vernon Johnson,WR,Texas A&M-Commerce,23.4,6000,196,109.8,-0.5,30.5,Johnson,6000,196,31.38,9.75,75.25,4.53,2.64,1.54,4.47,7.37,18,37,10.58
114,Rashad Greene,WR,Florida State,23,5113,182,109.6,-0.5,29.9,Greene,5113,182,31.625,9,75.625,4.53,2.67,1.63,4.12,6.88,,36.5,10.17
115,Taylor Belsterling,WR,Huntingdon,,6043,204,109.6,-0.5,29.8,Belsterling,6043,204,31.38,9.75,,4.54,2.68,1.66,4.15,7.12,11,36,10.25
116,Stefon Diggs,WR,Maryland,21.9,6000,195,109.5,-0.5,29.7,Diggs,6000,195,31.25,10,75.75,4.46,2.58,1.53,4.11,7.03,11,35,9.58
117,Bryan Underwood,WR,North Carolina State,23.3,5087,176,109.4,-0.6,29.1,Underwood,5087,176,30.75,8.88,,4.51,2.63,1.53,4.25,7.01,10,35,10.75
118,Hi-C Scott,WR,Western Illinois,22.7,5076,188,109.3,-0.6,29,Scott,5076,188,,,,4.52,2.66,1.53,4.22,7.28,13,37,10.17
119,Alex Kenney,WR,Massachusetts,24,5112,191,109.3,-0.6,28.9,Kenney,5112,191,,,,4.52,2.67,1.59,4.31,6.93,11,39,9.83
120,Darius Jennings,WR,Virginia,,5103,169,109.1,-0.6,28.5,Jennings,5103,169,,8.38,,4.47,2.63,1.5,4.29,6.95,,37,10.25
121,Julian Burton,WR,Missouri State,23.6,5081,184,109,-0.6,28.2,Burton,5081,184,,9.5,,4.53,2.63,1.63,4.1,7.13,9,42,9.67
122,L.T. Smith,WR,Akron,23.3,6002,193,109,-0.6,27.9,Smith,6002,193,,,,4.52,2.6,1.59,4.39,7.19,14,36.5,10.58
