#,Name,Pos.,School,Age,HT,WT,pSPARQ,z-score,NFL%,LastName,HT,WT,Arm,Hand,Wing,40,20,10,SS,TC,BP,VJ,BJ
17,Dadi Nicolas,OLB,Virginia Tech,23.9,6027,235,127.8,0.5,70.2,Nicolas,6027,235,34.75,10.375,82.25,4.74,2.75,1.65,4.38,7.04,14,41,10.42
18,Dominique Tovell,OLB,Louisiana-Lafayette,,6017,235,127.5,0.5,69.4,Tovell,6017,235,,,,4.56,2.59,1.61,4.37,6.91,22,37.5,9.75
19,Brandon Chubb,ILB,Wake Forest,,6001,235,126.3,0.5,68.6,Chubb,6001,235,,,,4.68,2.75,1.6,4.22,6.85,23,34,10.08
20,Cory James,OLB,Colorado State,23.3,6010,229,126.8,0.5,67.7,James,6010,229,,,,4.6,2.68,1.63,4.5,6.65,16,35,10.58
21,Keyen Lage,OLB,South Dakota,,6020,230,126.5,0.4,66.9,Lage,6020,230,,,,4.62,2.63,1.59,4.32,7.12,18,36.5,10.33
22,Devante Bond,OLB,Oklahoma,23.2,6011,235,125.9,0.4,65.2,Bond,6011,235,32.375,9.25,77.75,4.68,2.7,1.59,4.36,7.07,21,37.5,10.08
23,Herbert Gamboa,OLB,Montana,,5112,212,125.8,0.4,65.1,Gamboa,5112,212,,,,4.59,2.64,1.66,4.3,6.95,,38.5,10.25
24,Jalen Jefferson,ILB,California,,6015,235,124.5,0.3,63.2,Jefferson,6015,235,,,,4.72,2.69,1.62,4.35,7,23,36.5,10.17
25,Tyler Roberts,OLB,Troy,,6014,224,124.8,0.3,62.3,Roberts,6014,224,,,,4.71,2.71,1.59,4.14,6.88,18,36,9.92
26,Nick Vigil,ILB,Utah State,23,6023,239,123.8,0.3,61.2,Vigil,6023,239,32.375,10.25,76.75,4.65,2.7,1.58,4,6.73,15,31.5,9.58
27,Elandon Roberts,ILB,Houston,22.4,5113,234,123.3,0.2,59.5,Roberts,5113,234,,,,4.6,2.64,1.67,4.26,7.2,25,36,10
28,Darreon Herring,OLB,Vanderbilt,,6012,228,123.7,0.2,59.4,Herring,6012,228,,,,4.75,2.73,1.62,4.25,6.91,15,34.5,10.58
29,Joshua Perry,OLB,Ohio State,22.4,6036,254,123.4,0.2,58.3,Perry,6036,254,33.875,10.25,81.5,4.68,2.72,1.64,4.35,7.21,20,33.5,10.33
30,Trevor Bates,OLB,Maine,,6010,245,123.3,0.2,58.2,Bates,6010,245,,,,4.78,2.76,1.57,4.25,6.75,18,33.5,9.83
31,B.J. Goodson,ILB,Clemson,23.3,6005,242,122.4,0.2,56.6,Goodson,6005,242,33.25,10,79.875,4.69,2.71,1.6,4.38,7.05,30,34.5,9.83
32,Kamalei Correa,OLB,Boise State,,6025,243,122.6,0.2,56.2,Correa,6025,243,31.625,9.375,75.625,4.69,2.72,1.62,4.2,6.97,21,34,9.75
33,Aaron Karlen,OLB,Wisconsin-Stevens Point,,6011,234,122.6,0.2,56.1,Karlen,6011,234,35,9.5,76,4.72,2.68,1.63,4,6.86,,32.5,9.75
34,Tyler Marcordes,OLB,Georgia Tech,,6033,245,122.6,0.2,56,Marcordes,6033,245,,,,4.64,2.75,1.59,4.31,7.12,16,35,9.83
35,Quentin Gause,OLB,Rutgers,23.8,6000,232,122.4,0.1,55.5,Gause,6000,232,,,,4.73,2.68,1.65,4.12,7.01,23,36,9.75
36,Najee Johnson,OLB,UNLV,,6030,218,121.7,0.1,53.6,Johnson,6030,218,,,,4.76,,,4.19,7.19,12,38.5,10.5
37,Ryan Langford,ILB,New Mexico,,6031,232,121,0,52,Langford,6031,232,,,,4.48,2.64,1.52,4.27,6.83,17,29.5,9.67
38,Trent Voss,OLB,Toledo,,6024,232,121.1,0,51.8,Voss,6024,232,,,,4.69,2.67,1.69,4.28,6.86,25,35,9.92
39,Montese Overton,OLB,East Carolina,24.7,6016,223,120.4,0,49.7,Overton,6016,223,32.75,9.5,79.75,4.61,2.67,1.59,4.33,7.15,18,34,10.25
40,Shakeel Rashad,OLB,North Carolina,,6017,237,120.2,0,49.2,Rashad,6017,237,,,,4.64,2.67,1.65,4.42,7.12,23,34,10.25
41,Kevin Brown,OLB,Cincinnati,,6002,218,119.9,0,48.4,Brown,6002,218,,,,4.73,2.79,1.57,4,7.33,19,34,10.08
42,Tyriq McCord,OLB,Miami,,6024,239,119.8,0,48.2,McCord,6024,239,,,,4.78,2.67,1.6,4.46,6.69,21,36.5,9.5
43,Luke Rhodes,ILB,William & Mary,23.7,6015,236,119.5,-0.1,47.1,Rhodes,6015,236,,,,4.73,2.76,1.63,4.32,7.13,29,35,9.83
44,Randy Samuels,OLB,Maine,,5115,219,119.4,-0.1,46.8,Samuels,5115,219,,,,4.68,2.73,1.57,4.37,6.94,18,34.5,10.08
45,Kendall Walker,ILB,Indiana State,,5115,229,119.3,-0.1,46.4,Walker,5115,229,,,,4.69,2.54,1.53,4.13,7.1,22,30,10
46,Jonathan Carlson,OLB,Weber State,,6001,232,119,-0.1,45.6,Carlson,6001,232,,,,4.67,2.71,1.63,,,21,36.5,9.67
47,Kevin Anderson,OLB,Stanford,23.4,6043,240,118.7,-0.1,44.8,Anderson,6043,240,,,,4.8,2.81,1.65,4.34,6.89,,34,10
48,Kimble Jensen,OLB,UNLV,,6014,217,118.7,-0.1,44.8,Jensen,6014,217,,,,4.63,,,4.38,6.77,28,35.5,9.42
49,Grant Campbell,ILB,Baylor,,6002,229,118.8,-0.1,44.6,Campbell,6002,229,,,,4.61,2.59,1.66,4.41,7.13,25,37,9.67
50,Quay Watt,OLB,Middle Tennessee State,,6003,213,118.6,-0.1,44.5,Watt,6003,213,,,,4.63,2.67,1.62,4.57,7.37,25,37.5,10.67
51,Hunter Williams,OLB,Wake Forest,,5114,221,118.5,-0.1,44.4,Williams,5114,221,,,,4.76,2.75,1.63,4.09,7.03,28,34,9.75
52,Michael Kozlakowski,OLB,Maine,,6013,248,118.5,-0.1,44.3,Kozlakowski,6013,248,,,,4.82,2.73,1.6,4.34,6.88,27,30.5,10.08
53,Wynton McManis,OLB,Memphis,21.9,6004,237,118.5,-0.1,44.3,McManis,6004,237,,,,4.68,2.72,1.68,4.39,7.14,21,34.5,10.25
54,Joe Schobert,OLB,Wisconsin,22.8,6013,244,118.3,-0.2,43.8,Schobert,6013,244,31.5,9.75,75.375,4.76,2.77,1.62,4.3,7.11,22,35.5,9.58
55,Blake Martinez,ILB,Stanford,22.6,6015,237,118.4,-0.2,43.4,Martinez,6015,237,31.625,10.875,76.875,4.71,2.73,1.61,4.2,6.98,22,34,9.42
56,Graham Stewart,ILB,Connecticut,,6010,232,118.3,-0.2,43.2,Stewart,6010,232,,,,4.71,2.66,1.58,4.5,7.21,19,37.5,9.92
57,Nick Kwiatkoski,OLB,West Virginia,23.3,6020,243,117.7,-0.2,41.9,Kwiatkoski,6020,243,31.75,9.5,76.75,4.73,2.73,1.62,4.22,7.16,19,32,10
58,Tashon Whitehurst,OLB,South Florida,,6025,210,117.5,-0.2,41.3,Whitehurst,6025,210,,,,4.64,2.74,1.64,4.4,7.06,22,35.5,10.25
59,Kyler Fackrell,OLB,Utah State,24.8,6050,245,117.4,-0.2,41.1,Fackrell,6050,245,33.25,10.125,80,4.72,2.75,1.61,4.36,7.34,16,34.5,10.08
60,Robert Seals,OLB,SMU,,6024,234,117.3,-0.2,40.9,Seals,6024,234,,,,4.66,2.72,1.63,4.62,7.24,22,35,10.5
61,Evan McKelvey,OLB,Marshall,,6013,226,117,-0.3,40,McKelvey,6013,226,,,,4.77,2.72,1.58,,,19,34,10.42
62,Leonard Pegues,ILB,Memphis,,5107,230,117.3,-0.3,39.9,Pegues,5107,230,,,,4.6,2.72,1.6,4.38,7.09,30,33,9.58
63,Tyler Gray,OLB,Boise State,,6033,238,116.9,-0.3,39.7,Gray,6033,238,,,,4.72,2.72,1.63,4.4,6.91,11,34.5,9.92
64,Clay Dawson,OLB,Eastern Michigan,,6032,236,116.8,-0.3,39.5,Dawson,6032,236,,,,4.74,2.65,1.62,4.49,7.27,24,35.5,10.17
65,Isaiah Bruce,OLB,West Virginia,,6007,240,116.7,-0.3,39.3,Bruce,6007,240,,,,4.85,2.8,1.62,4.32,6.94,17,35,9.83
66,Okezie Alozie,OLB,Buffalo,,5112,212,116.6,-0.3,39,Alozie,5112,212,,,,4.78,2.64,1.72,4.43,7.32,20,39.5,10.83
67,Jacob Lindsey,ILB,Harvard,,6003,231,117,-0.3,38.9,Lindsey,6003,231,,,,4.66,2.65,1.68,4.34,7.2,,36,9.83
68,Brandon Hutchison,OLB,Michigan Tech,,6012,240,116.3,-0.3,38.1,Hutchison,6012,240,,,,4.76,2.73,1.68,4.29,7.21,25,36,9.67
69,Burton De Koning,OLB,Cal Poly,,6007,236,116,-0.3,37.4,De Koning,6007,236,,,,4.7,2.7,1.6,4.33,7.13,28,32,9.75
70,Richard Obi,OLB,Missouri Western,,6022,242,116,-0.3,37.2,Obi,6022,242,,,,4.8,2.77,1.64,4.49,7.38,23,32.5,10.92
71,Steve Longa,ILB,Rutgers,21.9,6005,241,116.5,-0.3,37.1,Longa,6005,241,32,9.75,77.5,4.73,2.67,1.6,4.21,7.35,21,32,10
72,Cavellis Luckett,ILB,Middle Tennessee State,23.7,5110,238,116.4,-0.3,36.8,Luckett,5110,238,,,,4.52,2.65,1.6,4.75,7.51,15,37.5,10.08
73,Myke Tavarres,OLB,Incarnate Word,,6013,230,115.4,-0.4,35.6,Tavarres,6013,230,,,,4.79,2.72,1.67,4.51,7.18,15,36.5,10.58
74,Frank Shannon,ILB,Oklahoma,,6004,235,115.4,-0.4,34,Shannon,6004,235,,,,4.75,2.76,1.68,4.46,7.5,20,39,10.17
75,Cabrinni Goncalves,ILB,Maine,,5104,221,115.3,-0.4,33.7,Goncalves,5104,221,,,,4.74,2.69,1.54,4.3,6.76,20,33,9.42
76,Dwayne Norman,OLB,Duke,,6001,230,114.6,-0.4,33.5,Norman,6001,230,,,,4.63,2.74,1.6,4.43,7.46,19,34.5,10.08
77,C.J. Cleveland,OLB,Louisiana Tech,,6005,216,114.6,-0.4,33.5,Cleveland,6005,216,,,,4.77,2.77,1.67,4.39,7.37,22,36,10.67
78,Elijah Lagafuaina,ILB,West Texas A&M,,5114,238,115.2,-0.4,33.3,Lagafuaina,5114,238,,,,4.71,2.69,1.64,4.51,7.41,16,38.5,9.92
79,Cory Littleton,OLB,Washington,22.8,6031,238,114.4,-0.4,33.1,Littleton,6031,238,33.375,10.125,79.875,4.73,2.74,1.64,4.32,7.07,17,32.5,9.92
80,Yannick Ngakoue,OLB,Maryland,21.4,6020,252,114.4,-0.4,33.1,Ngakoue,6020,252,32.5,9.5,79,4.75,2.77,1.64,4.5,7.35,26,34.5,9.83
81,Reggie Ragland,ILB,Alabama,22.9,6012,247,115.1,-0.4,33.1,Ragland,6012,247,32,9.875,77.75,4.72,2.75,1.65,4.28,,,31.5,9.67
82,Terrance Smith,OLB,Florida State,23.3,6027,235,114.3,-0.4,32.9,Smith,6027,235,32.75,9.875,79.875,4.77,2.75,1.63,4.49,7.14,19,34.5,10.17
83,Christian French,OLB,Oregon,,6050,249,113.8,-0.5,31.4,French,6050,249,,,,4.75,2.77,1.69,4.3,7.28,,33,9.83
84,John Sieczkowski,OLB,Monmouth (NJ),,6005,218,113.6,-0.5,31.1,Sieczkowski,6005,218,,,,4.74,2.73,1.64,4.47,7.19,34,33.5,10.25
85,De'Vondre Campbell,OLB,Minnesota,23.2,6035,232,113.3,-0.5,30.3,Campbell,6035,232,33.625,9.625,80.875,4.58,2.71,1.64,4.5,7.07,16,34,9.67
86,Beau Fitte,ILB,Louisiana Tech,,5114,242,113.9,-0.5,29.5,Fitte,5114,242,,,,4.79,2.81,1.71,4.47,7.42,28,39.5,9.67
87,Trey Thomas,ILB,Eastern Kentucky,,5107,222,113.6,-0.6,28.6,Thomas,5107,222,,,,4.66,2.67,1.62,4.63,7.28,,36.5,10.17
88,Michael Bloomfield,OLB,Winston-Salem,,6014,250,112.6,-0.6,28.4,Bloomfield,6014,250,,,,4.77,2.74,1.69,4.58,7.29,30,33.5,10.17
89,Ian Seau,OLB,Nevada,,6021,250,112.5,-0.6,28.1,Seau,6021,250,,,,4.73,2.75,1.64,4.51,7.34,22,34.5,9.75
90,Lamar Louis,OLB,LSU,22.9,5102,224,112.3,-0.6,27.7,Louis,5102,224,,,,4.6,2.68,1.6,4.38,7.31,26,33.5,9.5
91,Su'a Cravens,OLB,Southern Cal,21.2,6006,226,112,-0.6,27,Cravens,6006,226,32.125,9.5,78,4.66,2.68,1.58,4.24,6.94,16,30.5,9.5
92,Jovon Johnson,OLB,Ohio,,6005,219,112,-0.6,27,Johnson,6005,219,,,,4.71,2.7,1.66,4.22,6.85,25,33,9.33
93,Jared Norris,ILB,Utah,23.1,6012,241,112.5,-0.7,25.4,Norris,6012,241,31.5,10.125,75.875,4.74,2.74,1.62,4.24,7.07,19,31.5,9.5
94,Jeremy Lutali,ILB,Portland State,,5085,230,112.4,-0.7,25.4,Lutali,5085,230,,,,4.77,2.79,1.71,4.41,7.25,28,35.5,10
95,James Burgess,ILB,Louisville,22.5,6002,229,112.3,-0.7,25.1,Burgess,6002,229,,,,4.72,2.66,1.68,4.43,6.99,21,32.5,10.08
96,Kache Palacio,OLB,Washington State,,6011,237,110.9,-0.7,24.3,Palacio,6011,237,,,,4.8,2.77,1.65,4.39,7.3,21,34,9.92
97,Tyrone Ward,OLB,Hampton,,5117,227,110.8,-0.7,24.3,Ward,5117,227,,,,4.66,2.72,1.63,4.41,7.39,23,34.5,9.67
98,Ryan Flannigan,ILB,Kentucky,,5114,230,112,-0.7,24.1,Flannigan,5114,230,,,,4.7,2.75,1.68,4.34,7.21,,32.5,10
99,Antwione Williams,OLB,Georgia Southern,23.3,6026,240,110.1,-0.8,22.6,Williams,6026,240,,,,4.8,2.89,1.7,4.58,7.03,23,35,9.83
100,Joshua Thorne,OLB,Hampton,,5116,230,109.7,-0.8,21.7,Thorne,5116,230,,,,4.67,2.65,1.65,4.45,7.25,19,34,9.67
101,Ivan McLennan,OLB,Washington State,,6026,238,109.5,-0.8,21.3,McLennan,6026,238,,,,4.7,2.73,1.6,4.54,7.36,17,36,9.42
102,Antonio Longino,OLB,Arizona State,,6020,235,108.9,-0.8,20,Longino,6020,235,,,,4.69,2.77,1.63,4.52,7.09,23,31,9.75
103,Victor Ochi,OLB,Stony Brook,22.9,6011,246,108.6,-0.9,19.4,Ochi,6011,246,33.75,10.125,82,4.86,2.84,1.66,4.4,7.24,22,32,9.92
104,Vince Coleman,OLB,Weber State,,6011,240,108.4,-0.9,19.1,Coleman,6011,240,,,,4.67,2.77,1.67,4.82,7.3,23,34,9.92
105,Boomer Mays,ILB,Northern Illinois,,6000,238,109.8,-0.9,18.9,Mays,6000,238,,,,4.82,2.82,1.69,4.35,7.27,20,34,9.92
106,Cassanova McKinzy,ILB,Auburn,23.8,6010,248,109.7,-0.9,18.8,McKinzy,6010,248,31.25,9.875,77.125,4.83,2.72,1.65,4.37,7.5,21,,9.83
107,Freedom Whitfield,OLB,Florida Atlantic,,6014,202,108.2,-0.9,18.8,Whitfield,6014,202,,,,4.77,2.76,1.65,4.28,6.81,16,32,10
108,Deon King,OLB,Norfolk State,23.2,6002,218,108.1,-0.9,18.5,King,6002,218,,,,4.7,2.65,1.68,4.4,7.25,,32.5,10.08
109,Tyson Coleman,OLB,Oregon,,6003,235,108.1,-0.9,18.4,Coleman,6003,235,,,,4.75,2.74,1.65,4.37,7.25,19,34,9.42
110,Marquise Vann,ILB,Connecticut,,5117,231,109.3,-0.9,17.9,Vann,5117,231,,,,4.71,2.63,1.6,4.25,7.02,25,30.5,9.17
111,Beniquez Brown,OLB,Mississippi State,23.3,6006,229,107.2,-1,16.9,Brown,6006,229,31.375,9.125,76.5,4.69,2.7,1.6,4.28,7.07,18,31,9.17
112,Torrey Green,OLB,Utah State,,6016,238,107,-1,16.4,Green,6016,238,,,,4.67,2.75,1.68,4.6,7.77,17,35.5,10.17
113,Ejiro Ederaine,OLB,Fresno State,,6024,242,106.9,-1,16.2,Ederaine,6024,242,,,,4.84,2.79,1.67,4.34,7.18,19,31.5,9.75
114,Andrew Robinson,OLB,Wisconsin-Platteville,,6006,235,106.8,-1,16,Robinson,6006,235,,,,4.92,2.74,1.72,4.16,7,,34.5,9.17
115,Edward Muldrow III,OLB,West Virginia,,6027,201,106.6,-1,15.8,Muldrow III,6027,201,,,,4.79,2.75,1.65,4.4,7.4,13,36,10.42
116,Robert Metz,OLB,Dixie State,,6032,236,106.4,-1,15.5,Metz,6032,236,,,,4.8,2.76,1.68,4.37,7.2,20,30.5,10
117,Shaq Petteway,OLB,West Virginia,,5112,235,106.2,-1,15.1,Petteway,5112,235,,,,4.72,2.7,1.65,4.39,7.15,14,33.5,9.25
118,Tarrell Starckey,OLB,Wilmington,,6006,222,106,-1,14.8,Starckey,6006,222,,,,4.84,2.74,1.65,4.35,7.28,15,36,9.58
119,Alex Hoff,OLB,Linfield,,6011,237,105.6,-1.1,14,Hoff,6011,237,,,,4.85,2.82,1.68,4.34,6.99,12,30.5,9.92
120,Sadat Sulleyman,OLB,Portland State,,6003,254,105.2,-1.1,13.5,Sulleyman,6003,254,,,,4.87,2.79,1.7,4.53,7.45,23,33.5,9.83
121,Sammy Faulkner,OLB,Anderson,,6001,221,104.7,-1.1,12.7,Faulkner,6001,221,,,,4.73,2.69,1.62,4.55,7.45,19,33.5,10
122,Nico Law,OLB,Towson,,5115,218,104.5,-1.2,12.4,Law,5115,218,,,,4.88,2.8,1.75,4.32,7.21,19,36.5,9.75
123,Jarelle Miller,OLB,Jamestown College,,6000,233,104.5,-1.2,12.3,Miller,6000,233,,,,4.71,2.76,1.72,4.63,7.37,24,31,10.42
124,Taylor McDonnell,ILB,Newberry,,6002,240,106.1,-1.2,11.8,McDonnell,6002,240,,,,4.69,2.71,1.62,4.4,7.33,17,31.5,9.42
125,Kassan Messiah,OLB,Massachusetts,,6040,236,103.8,-1.2,11.4,Messiah,6040,236,,,,4.88,2.84,1.69,4.54,7.15,20,32,10.08
126,Luis Rosado,ILB,Florida International,,6012,224,105.7,-1.2,11.1,Rosado,6012,224,,,,4.72,2.73,1.6,4.28,7.01,14,31,9.25
127,Joseph Peterson,ILB,Georgia State,,5115,231,105.5,-1.2,10.7,Peterson,5115,231,,,,4.8,2.77,1.69,4.47,7.5,25,34.5,9.92
128,Darien Harris,OLB,Michigan State,,5111,224,103.2,-1.3,10.5,Harris,5111,224,,,,4.79,2.72,1.63,4.62,7.25,25,33.5,9.67
129,Justin Cooper,ILB,Samford,,6000,229,104.7,-1.3,9.6,Cooper,6000,229,,,,4.73,2.69,1.62,4.4,7.52,14,35.5,9.33
130,Scooby Wright III,ILB,Arizona,22,5116,239,104.6,-1.3,9.5,Wright III,5116,239,30.5,9.75,76.25,4.88,2.82,1.67,4.47,7.25,22,35,9.42
131,Dwight Trammer,ILB,Saginaw Valley State,,6002,231,104.6,-1.3,9.5,Trammer,6002,231,,,,4.73,2.76,1.67,4.47,7.16,25,30.5,9.67
132,Nathan Broussard,ILB,California,,6027,240,104.4,-1.3,9.2,Broussard,6027,240,,,,4.88,2.83,1.7,4.34,7.1,14,30,10.08
133,Jarrett Grace,ILB,Notre Dame,,6033,240,104.2,-1.3,9,Grace,6033,240,,,,4.83,2.73,1.7,4.33,7.39,26,32.5,9.5
134,Nick Gilbo,ILB,Buffalo,,5114,231,104.2,-1.3,8.9,Gilbo,5114,231,,,,4.76,2.71,1.62,4.45,7.22,20,32,9.42
135,Anthony Sarao,ILB,Southern Cal,,5111,219,103.9,-1.4,8.5,Sarao,5111,219,,,,4.86,2.79,1.69,4.35,7.25,22,35.5,9.5
136,James Settles,OLB,South Carolina State,,6010,236,101.5,-1.4,8.4,Settles,6010,236,,,,4.79,2.73,1.72,4.64,7.48,25,31,10.42
137,Darryl Monroe,ILB,Akron,,6010,227,103.8,-1.4,8.4,Monroe,6010,227,,,,4.87,2.71,1.63,4.62,7.28,24,34,9.92
138,Khalid Henderson,ILB,Kentucky,,6004,234,103.7,-1.4,8.3,Henderson,6004,234,,,,4.77,2.75,1.68,4.49,6.96,17,30,9.75
139,Anthony Swain,ILB,Southern Miss,,6013,245,103.6,-1.4,8.1,Swain,6013,245,,,,4.73,2.74,1.67,4.54,7.34,12,32.5,9.67
140,Tyler Matakevich,ILB,Temple,23.7,6000,238,103.5,-1.4,8.1,Matakevich,6000,238,31.25,9.5,76.25,4.81,2.8,1.66,4.34,7.19,22,31,9.33
141,Dewayne Beckford,ILB,Marian,,6003,239,103.4,-1.4,7.9,Beckford,6003,239,,,,4.7,2.69,1.7,4.56,7.49,30,33.5,9.42
142,Malcolm Howard,ILB,Central Oklahoma,,6023,223,103.1,-1.4,7.6,Howard,6023,223,,,,4.81,2.77,1.66,4.5,7.33,21,34.5,9.67
143,Ronny Vandyke,OLB,Virginia Tech,,6027,211,100.7,-1.4,7.6,Vandyke,6027,211,,,,4.74,2.68,1.61,4.58,7.27,,33.5,9.5
144,Justin Garrett,OLB,Auburn,,6010,226,100.7,-1.4,7.6,Garrett,6010,226,,,,4.75,2.84,1.73,,,28,31,9.33
145,SteveO Michel,OLB,Colorado State,,6005,232,100.5,-1.4,7.4,Michel,6005,232,,,,4.75,2.76,1.68,4.53,6.93,14,31,9.33
146,Chase Murdock,ILB,Toledo,,5116,230,102.9,-1.4,7.4,Murdock,5116,230,,,,4.85,2.7,1.69,4.38,7.27,34,32.5,9.33
147,Jovon Santos-Knox,ILB,Massachusetts,,6022,236,102.8,-1.5,7.2,Santos-Knox,6022,236,,,,4.81,2.73,1.65,4.47,7.31,12,32,9.83
148,Jeff Schoettmer,ILB,North Carolina,,6010,233,102.8,-1.5,7.2,Schoettmer,6010,233,,,,4.77,2.75,1.71,4.37,6.8,20,30,9.25
149,Malique Johnson,OLB,Old Dominion,,6005,204,100,-1.5,6.9,Johnson,6005,204,,,,4.7,2.75,1.6,4.37,7.06,16,31,9.25
150,Hunter Kissinger,OLB,Louisiana-Monroe,,6020,228,99.9,-1.5,6.8,Kissinger,6020,228,,,,4.76,2.75,1.62,4.48,7.08,19,29.5,9.33
151,Desmond Morgan,ILB,Michigan,,5117,231,102.5,-1.5,6.8,Morgan,5117,231,,,,4.91,2.78,1.75,4.19,7.01,21,32.5,9.33
152,Kentrell Brothers,ILB,Missouri,23.6,6003,245,102.5,-1.5,6.8,Brothers,6003,245,30.75,9.75,76,4.89,2.84,1.68,4.11,6.99,19,28.5,9.17
153,Denzell Perine,OLB,Florida International,,6021,246,99.9,-1.5,6.8,Perine,6021,246,,,,4.81,2.78,1.6,4.66,7.38,23,33,9.08
154,Josh Gordon,OLB,Minnesota State,,6004,246,99.2,-1.5,6.1,Gordon,6004,246,,,,4.91,2.81,1.63,4.5,7.18,16,33,9
155,Connor Underwood,OLB,Indiana State,,6020,229,99.2,-1.5,6.1,Underwood,6020,229,,,,4.84,2.81,1.65,4.46,7.15,21,31.5,9.25
156,Deon Clarke,OLB,Virginia Tech,,6013,205,98.9,-1.6,5.9,Clarke,6013,205,,,,4.81,2.69,1.64,4.51,7.44,9,34.5,10.08
157,Eric Striker,OLB,Oklahoma,22.9,5113,227,98.4,-1.6,5.5,Striker,5113,227,31.25,10.125,75.125,4.8,2.79,1.69,4.46,7.3,23,30,9.67
158,Cole Fisher,OLB,Iowa,,6024,235,97.8,-1.6,5,Fisher,6024,235,,,,4.83,2.8,1.73,4.4,7.1,21,33,8.83
159,Jeremiah Allison,ILB,Washington State,,6004,228,100.5,-1.6,5,Allison,6004,228,,,,4.89,2.87,1.78,4.44,7.42,20,35.5,9.83
160,Roderick Holder,OLB,Coastal Carolina,,6015,238,97.5,-1.7,4.8,Holder,6015,238,,,,4.87,2.81,1.66,4.3,7.4,17,30.5,9.25
161,Josh Forrest,ILB,Kentucky,24.5,6031,249,100,-1.7,4.5,Forrest,6031,249,33.5,9.5,81.625,4.83,2.8,1.69,4.38,7.53,11,30.5,9.83
162,Errol Brewster,OLB,California (PA),,6012,233,96.9,-1.7,4.4,Brewster,6012,233,,,,4.84,2.78,1.68,4.5,7.44,16,33,9.42
163,Leroy Armstrong,OLB,Northwestern State,,6014,231,96.9,-1.7,4.4,Armstrong,6014,231,,,,5.03,2.93,1.77,4.55,7.22,18,36,9.67
164,Great Ibe,ILB,Eastern Michigan,,6000,232,99.7,-1.7,4.3,Ibe,6000,232,,,,4.76,2.75,1.76,4.43,7.36,24,29.5,9.92
165,Terrell Davis,ILB,British Columbia,,6001,228,99.6,-1.7,4.2,Davis,6001,228,,,,4.78,2.73,1.62,4.45,7.28,18,32,9.17
166,Lance Williams,OLB,Hawaii,,6001,230,96.4,-1.7,4.1,Williams,6001,230,,,,4.82,2.75,1.65,4.45,7.34,21,32,9
167,Dejon Brown,ILB,Western Kentucky,,6003,254,99.3,-1.7,4,Brown,6003,254,,,,4.85,2.81,1.71,4.31,7.31,23,31,8.83
