#,Name,Pos.,School,Age,HT,WT,pSPARQ,z-score,NFL%,LastName,HT,WT,Arm,Hand,Wing,40,20,10,SS,TC,BP,VJ,BJ
15,Malachi Jones,WR,Appalachian State,,6016,211,127.2,1,84.1,Jones,6016,211,,,,4.53,2.57,1.51,4.3,6.9,14,37.5,10.42
16,Marquez North,WR,Tennessee,21.4,6024,223,127,1,83.8,North,6024,223,33.375,10.25,80.125,4.46,2.55,1.55,4.13,6.9,17,35,10.25
17,Braxton Miller,WR,Ohio State,23.8,6013,201,126.7,1,83.1,Miller,6013,201,31.75,9.125,74,4.43,2.56,1.54,4.07,6.65,17,35,10.25
18,Reggie Diggs,WR,Richmond,,6033,214,126.7,1,83.1,Diggs,6033,214,,,,4.64,2.65,1.56,4.29,7.08,12,38.5,11
19,Tre Roberson,WR,Illinois State,,5117,196,126.6,1,83,Roberson,5117,196,,,,4.52,2.54,1.47,4.2,6.79,14,37.5,10.08
20,Michael Thomas,WR,Ohio State,23.5,6026,212,126.5,0.9,82.8,Thomas,6026,212,32.125,10.5,78.25,4.57,2.63,1.55,4.13,6.8,18,35,10.5
21,Chris Moore,WR,Cincinnati,23.2,6010,206,126.2,0.9,82.1,Moore,6010,206,33.375,9.375,76.125,4.53,2.65,1.58,4.2,6.76,10,37,10.83
22,Mitch Mathews,WR,BYU,,6055,222,126.1,0.9,81.7,Mathews,6055,222,,,,4.49,2.61,1.57,4.25,6.99,12,36,10.75
23,Herb Waters,WR,Miami,23.8,5116,188,126,0.9,81.5,Waters,5116,188,,,,4.51,2.6,1.51,4.1,6.73,14,38.5,10.08
24,Sterling Shepard,WR,Oklahoma,23.6,5102,194,123.6,0.7,75.4,Shepard,5102,194,30.375,9.75,71.625,4.48,2.6,1.55,4.35,7,20,41,10.25
25,Valdez Showers,WR,Florida,,5114,197,123.3,0.7,74.8,Showers,5114,197,,,,4.51,2.64,1.54,4.24,6.87,11,35,10.92
26,Dom Williams,WR,Washington State,23.7,6025,198,122.9,0.6,73.5,Williams,6025,198,,,,4.4,2.59,1.58,4.28,7.04,11,40.5,10.42
27,Jalin Marshall,WR,Ohio State,21.1,5104,200,122.7,0.6,73,Marshall,5104,200,31.5,9.625,75.75,4.6,2.68,1.59,4.13,6.8,16,37.5,10.42
28,Tevin Jones,WR,Memphis,,6021,217,122.6,0.6,72.7,Jones,6021,217,,,,4.48,2.63,1.63,4.18,6.88,18,36.5,10.42
29,Malcolm Mitchell,WR,Georgia,24.1,5115,198,122.5,0.6,72.5,Mitchell,5115,198,32.625,10.5,78.75,4.45,2.57,1.54,4.34,6.94,15,36,10.75
30,Gary Chambers,WR,Arizona State,,6032,211,122.2,0.6,71.6,Chambers,6032,211,,,,4.52,2.65,1.56,4.3,6.95,16,36,10.5
31,Johnny Holton,WR,Cincinnati,25,6005,190,121.6,0.5,69.8,Holton,6005,190,32.875,9.875,78.5,4.42,2.57,1.51,4.2,6.9,8,36.5,10.33
32,Kolby Listenbee,WR,TCU,22.6,6000,197,121.4,0.5,69.2,Listenbee,6000,197,31.375,8.25,76.75,4.39,2.63,1.6,,,15,35.5,10.75
33,Cody Core,WR,Mississippi,22.4,6025,205,120.8,0.4,67.3,Core,6025,205,32,10.375,77.125,4.47,2.6,1.54,4.34,6.78,14,37.5,9.92
34,Mekale McKay,WR,Cincinnati,23.1,6035,207,120.8,0.4,67.1,McKay,6035,207,30.625,9.5,73.625,4.55,2.61,1.53,4.29,7.08,12,37.5,10.25
35,Chester Rogers,WR,Grambling State,22.6,5111,185,120.4,0.4,66.1,Rogers,5111,185,,,,4.51,2.63,1.51,4.07,6.85,15,36,10
36,Dez Stewart,WR,Ohio Dominican,,6000,203,120.4,0.4,65.8,Stewart,6000,203,,,,4.43,2.59,1.52,4.3,7,,36,10.17
37,DeAnthony Arnett,WR,Michigan State,,5111,184,120.1,0.4,65.1,Arnett,5111,184,,,,4.54,2.59,1.55,4.27,6.88,,38.5,10.5
38,Kieren Duncan,WR,Colorado State-Pueblo,,5101,176,120,0.4,64.6,Duncan,5101,176,,,,4.37,,,4.11,7.06,6,37.5,10.5
39,Charone Peake,WR,Clemson,23.9,6023,209,119.8,0.4,64.2,Peake,6023,209,34,9.25,81.5,4.38,2.55,1.5,4.46,6.96,12,35.5,10.17
40,Maurice Morgan,WR,North Carolina State,,6015,231,119.7,0.3,63.6,Morgan,6015,231,,,,4.54,2.6,1.52,4.29,7.1,9,33,10.25
41,Daje Johnson,WR,Texas,,5083,184,119.6,0.3,63.4,Johnson,5083,184,,,,4.48,2.55,1.53,,,18,38,10.17
42,Rollins Stallworth,WR,Stanford,,6024,204,119.5,0.3,63.1,Stallworth,6024,204,,,,4.63,2.71,1.6,4.23,6.94,12,37,10.67
43,Devin Fuller,WR,UCLA,22.6,6000,194,119,0.3,61.3,Fuller,6000,194,,,,4.39,2.59,1.59,4.07,7.03,,36,10.33
44,Paul Turner,WR,Louisiana Tech,23.3,5100,193,118.8,0.3,60.7,Turner,5100,193,,,,4.55,2.66,1.59,4.31,7.25,18,39,10.83
45,Andrew Williams,WR,Youngstown State,,6025,191,118.6,0.3,60,Williams,6025,191,,,,4.67,2.59,1.52,4.32,7.13,13,38.5,10.5
46,Max McCaffrey,WR,Duke,22.3,6020,196,118.2,0.2,58.9,McCaffrey,6020,196,,,,4.46,2.6,1.54,4.15,7.09,9,36.5,10.17
47,Carlos Wiggins,WR,New Mexico,,5080,161,118.2,0.2,58.7,Wiggins,5080,161,,,,4.4,2.57,1.48,4.28,6.9,5,38.5,10.5
48,Melvin Ray,WR,Auburn,,6017,208,118.1,0.2,58.4,Ray,6017,208,,,,4.6,2.62,1.59,4.2,6.98,,35.5,10.42
49,Juwan Caesar,WR,Florida International,,6033,216,117.9,0.2,57.8,Caesar,6033,216,,,,4.6,2.64,1.63,4.25,7.01,15,38,10.25
50,Jamal Robinson,WR,Louisiana-Lafayette,23.6,6015,212,117.8,0.2,57.3,Robinson,6015,212,,,,4.5,2.63,1.57,4.39,6.91,24,36.5,9.83
51,Will Fuller,WR,Notre Dame,22.4,6001,186,117.7,0.2,57.1,Fuller,6001,186,30.75,8.25,73.625,4.32,2.51,1.51,4.27,6.93,10,33.5,10.5
52,Jaydon Mickens,WR,Washington,,5097,174,117.4,0.1,55.8,Mickens,5097,174,,,,4.54,2.62,1.57,3.93,6.62,13,35.5,10.08
53,Demarcus Robinson,WR,Florida,21.9,6013,203,117.2,0.1,55.2,Robinson,6013,203,33,9.5,78.75,4.58,2.68,1.58,4.19,6.69,9,34.5,10.25
54,Jace Billingsley,WR,Eastern Oregon,23.3,5081,192,116.9,0.1,54.3,Billingsley,5081,192,,,,4.48,2.6,1.56,4.1,6.88,24,35.5,9.67
55,Darius Powe,WR,California,,6027,220,116.7,0.1,53.7,Powe,6027,220,,,,4.49,2.64,1.59,4.29,6.94,17,34.5,10
56,Bryce Treggs,WR,California,22.3,5113,190,116.7,0.1,53.5,Treggs,5113,190,,,,4.39,2.58,1.53,4.19,7,16,34,10.17
57,Keyarris Garrett,WR,Tulsa,23.9,6033,220,116.6,0.1,53.3,Garrett,6033,220,34.5,9,82.625,4.53,2.7,1.62,4.33,7.3,14,36.5,10.67
58,Alex Chisum,WR,Cincinnati,,6023,204,116.5,0.1,53,Chisum,6023,204,,,,4.61,2.61,1.53,4.26,7.09,19,34.5,10.17
59,Kenneth Scott,WR,Utah,,6020,209,116.4,0.1,52.6,Scott,6020,209,,,,4.74,2.72,1.59,4.36,6.84,17,38,10.08
60,Devonte Robinson,WR,Utah State,,6012,188,116.2,0,51.8,Robinson,6012,188,,,,4.33,2.53,1.56,4.38,7.33,,38,10.67
61,Miles Shuler,WR,Northwestern,,5094,173,116,0,51.3,Shuler,5094,173,,,,4.4,2.51,1.55,4.1,6.78,,33.5,10.5
62,Jenson Stoshak,WR,Florida Atlantic,,6002,199,116,0,51.1,Stoshak,6002,199,,,,4.63,2.7,1.55,4.13,6.69,21,33,9.83
63,Marken Michel,WR,Massachusetts,,5105,193,115.6,0,49.9,Michel,5105,193,,,,4.57,2.63,1.56,4.29,7.17,25,35.5,10.42
64,Robby Anderson,WR,Temple,23.3,6027,187,115.6,0,49.7,Anderson,6027,187,,,,4.36,2.56,1.59,4.27,7.07,8,36.5,10.67
65,Leonte Carroo,WR,Rutgers,22.6,5117,211,115.4,0,49,Carroo,5117,211,31.375,9.625,74.25,4.5,2.63,1.59,,,14,35.5,10
66,Wesley Leftwich,WR,Missouri,,6007,209,115.1,-0.1,47.9,Leftwich,6007,209,,,,4.59,2.7,1.57,4.42,,22,36.5,10.42
67,Greg Coble,WR,Lindenwood,,6003,189,115,-0.1,47.8,Coble,6003,189,,,,4.54,2.65,1.53,4.37,7.84,9,43,10.42
68,Mike Thomas,WR,Southern Miss,22,6012,193,114.9,-0.1,47.5,Thomas,6012,193,,,,4.54,2.62,1.59,4.26,7.06,16,36,10.5
69,Alex Erickson,WR,Wisconsin,23.8,5117,195,114.4,-0.1,45.6,Erickson,5117,195,,,,4.54,2.6,1.57,4.1,6.68,14,34.5,9.67
70,Jay Lee,WR,Baylor,,6016,215,114.3,-0.1,45.2,Lee,6016,215,,,,4.53,2.5,1.59,4.28,6.75,13,33.5,9.92
71,Christian Collis,WR,Middle Tennessee State,,6003,206,114.2,-0.1,44.9,Collis,6003,206,,,,4.78,2.75,1.66,4.19,7.24,19,38,10.75
72,Chris King,WR,Duquesne,,6005,202,114.1,-0.1,44.6,King,6005,202,,,,4.55,2.62,1.59,4.36,7.15,8,37,10.58
73,Marquis Bundy,WR,New Mexico,22.1,6041,212,113.4,-0.2,42.1,Bundy,6041,212,,,,4.49,2.52,1.47,4.39,7.12,15,32,9.83
74,Devin Lucien,WR,Arizona State,,6004,201,113.3,-0.2,41.7,Lucien,6004,201,,,,4.49,2.57,1.53,4.3,6.93,13,34.5,9.75
75,Deontrae Cooper,WR,Colorado State-Pueblo,,6004,188,113.1,-0.2,41,Cooper,6004,188,,,,4.48,,,4.3,7.38,12,38,10.42
76,Dustin Creel,WR,Eastern Michigan,,6020,201,113,-0.2,40.9,Creel,6020,201,,,,4.62,2.7,1.62,4.4,7,16,37.5,10.42
77,Jordan Payton,WR,UCLA,23,6011,207,113,-0.2,40.7,Payton,6011,207,32.125,10.125,77.75,4.47,2.6,1.57,4.33,7.08,,34.5,10.08
78,Reece Horn,WR,Indianapolis,,6024,217,112.7,-0.3,39.9,Horn,6024,217,,,,4.67,2.61,1.61,4.27,6.76,18,34,9.83
79,K.J. Brent,WR,Wake Forest,,6030,202,112.3,-0.3,38.3,Brent,6030,202,,,,4.54,2.65,1.52,4.3,6.89,6,34,9.83
80,Jakeem Grant,WR,Texas Tech,23.8,5057,165,112.1,-0.3,37.9,Grant,5057,165,,,,4.37,2.58,1.54,4.03,7.03,15,36.5,9.75
81,Montario Hunter,WR,Elizabeth City State,,5114,192,112,-0.3,37.5,Hunter,5114,192,,,,4.43,2.53,1.5,4.33,7.23,11,34.5,10.08
82,Casey Martin,WR,Southern Miss,,5084,178,112,-0.3,37.4,Martin,5084,178,,,,4.55,2.6,1.57,4.1,6.9,23,36.5,9.58
83,Roman Namdar,WR,Mount Union,,5113,188,111.8,-0.3,36.9,Namdar,5113,188,,,,4.54,2.58,1.55,4.25,7.13,19,36,9.92
84,Marcel Caver Jr,WR,Winston-Salem,,6010,189,111.7,-0.3,36.5,Caver Jr,6010,189,,,,4.66,2.65,1.57,4.27,6.97,12,35,10.42
85,Mose Frazier,WR,Memphis,,5103,196,111.5,-0.4,35.8,Frazier,5103,196,,,,4.55,2.64,1.65,,,15,37,10.42
86,Garrett Kidd,WR,Northwestern,,6007,197,111.2,-0.4,34.8,Kidd,6007,197,,,,4.59,2.66,1.61,4.17,6.77,,34.5,9.92
87,Tyler Boyd,WR,Pittsburgh,22.8,6014,197,110.9,-0.4,33.9,Boyd,6014,197,32,9.75,76.375,4.52,2.64,1.54,4.35,6.9,11,34,9.92
88,Orlando Thomas,WR,Jacksonville,,5073,170,110.9,-0.4,33.8,Thomas,5073,170,,,,4.53,2.59,1.55,4.48,6.94,3,38,10.75
89,Marquise Cushon,WR,Pittsburg State,,5082,172,110.8,-0.4,33.5,Cushon,5082,172,,,,4.55,2.63,1.47,4.36,6.97,11,36.5,9.83
90,Shane Williams-Rhodes,WR,Boise State,,5061,170,110.7,-0.4,33.2,Williams-Rhodes,5061,170,,,,4.53,2.56,1.51,4.1,7.28,11,38,9.75
91,Damien Washington,WR,North Carolina,,5117,190,110.6,-0.4,32.8,Washington,5117,190,,,,4.47,2.58,1.62,4.31,6.82,16,35,10.17
92,Quenton Bundrage,WR,Iowa State,,6006,206,109.9,-0.5,30.6,Bundrage,6006,206,,,,4.54,2.56,1.6,4.64,7.07,17,37.5,10.25
93,Ed Eagan,WR,Northwestern State,,5102,192,109.7,-0.5,30.3,Eagan,5102,192,,,,4.51,2.62,1.54,4.13,7.09,6,34,9.83
94,Teddy Ruben,WR,Troy,,5080,173,109.4,-0.5,29.2,Ruben,5080,173,,,,4.61,2.65,1.59,4.13,6.74,16,36,9.83
95,J.D. McKissic,WR,Arkansas State,23,5101,187,109.2,-0.6,28.6,McKissic,5101,187,,,,4.57,2.66,1.59,4.44,7,17,37,10.17
96,T.J. Thorpe,WR,Virginia,,5110,206,109.1,-0.6,28.5,Thorpe,5110,206,,,,4.65,2.69,1.66,4.2,7.19,17,34.5,10.5
97,Darrin Peterson,WR,Liberty,,6013,204,108.8,-0.6,27.4,Peterson,6013,204,,,,4.49,2.64,1.55,4.62,7,9,35,10.17
98,Thomas Carter III,WR,Portland State,,5093,179,108.7,-0.6,27.3,Carter III,5093,179,,,,4.59,2.61,1.53,4.09,6.97,5,33,10.08
99,Connor Arlia,WR,Kent State,,5083,181,108.6,-0.6,27,Arlia,5083,181,,,,4.63,2.57,1.59,4.08,6.95,11,36.5,9.75
100,Ruben Gonzalez,WR,Jacksonville State,,6022,209,108.6,-0.6,26.9,Gonzalez,6022,209,,,,4.7,2.69,1.62,4.31,6.91,,34.5,10
101,Devin Fosselman,WR,Jackson State,,5094,199,108.5,-0.6,26.7,Fosselman,5094,199,,,,4.69,2.69,1.61,4.33,7.25,18,38,10
102,Chris Brown,WR,Notre Dame,21.7,6020,194,108.4,-0.6,26.4,Brown,6020,194,32.25,9,77,4.5,2.63,1.58,4.41,7.37,14,33.5,10.83
103,Daniel Lilienthal,WR,Washington State,,6015,200,108.4,-0.6,26.2,Lilienthal,6015,200,,,,4.71,2.68,1.58,4.33,7.14,17,36,9.92
104,Christian Reeves,WR,William & Mary,,6033,216,108.3,-0.6,26.2,Reeves,6033,216,,,,4.58,2.68,1.63,4.28,7,20,33,9.83
105,Andre McCullouch,WR,Rocky Mountain,,5117,204,108.3,-0.6,26,McCullouch,5117,204,,,,4.55,2.61,1.65,4.34,7.31,15,38,10.17
106,Donovan Harden,WR,Georgia State,,5097,167,108.2,-0.7,25.8,Harden,5097,167,,,,4.57,2.65,1.56,4.19,7.25,,37.5,10.25
107,David Dudeck,WR,Boston College,,5092,190,108.1,-0.7,25.5,Dudeck,5092,190,,,,4.65,2.68,1.62,4.22,6.73,,37.5,9.5
108,Quintavius Burdette,WR,Mississippi,,5104,185,108.1,-0.7,25.5,Burdette,5104,185,,,,4.47,2.59,1.63,4.32,7.04,11,36.5,10.33
109,Nyiakki Height,WR,Georgia State,,6001,195,108,-0.7,25.2,Height,6001,195,,,,4.63,2.6,1.53,4.57,7.42,8,38,10.42
110,Andre Davis,WR,Kansas State,,5105,202,107.9,-0.7,24.9,Davis,5105,202,,,,4.63,2.6,1.62,4.29,6.91,16,32.5,10.25
111,Bralon Addison,WR,Oregon,22.9,5092,197,107.9,-0.7,24.9,Addison,5092,197,29.5,9.125,72.25,4.66,2.69,1.61,4.14,6.83,13,34.5,9.67
112,Kowan Scott,WR,California (PA),,6033,193,107.8,-0.7,24.7,Scott,6033,193,,,,4.62,2.58,1.59,4.28,7.11,12,34.5,10.25
113,Juwan Dotson,WR,East Central,,5091,190,107.7,-0.7,24.5,Dotson,5091,190,,,,4.69,2.76,1.62,4.38,7.16,18,38.5,10.17
114,Brandon Zylstra,WR,Concordia-St. Paul,,6024,219,107.5,-0.7,23.9,Zylstra,6024,219,,,,4.64,2.75,1.64,4.54,7.19,16,34,10.67
115,Brandon Shippen,WR,Temple,22.3,5105,195,107.2,-0.7,23.2,Shippen,5105,195,,,,4.55,2.61,1.59,4.2,6.76,17,31.5,9.75
116,Tre Parmalee,WR,Kansas,,5094,178,107.2,-0.7,23,Parmalee,5094,178,,,,4.6,2.58,1.59,4.38,6.94,9,36,10.42
117,Nnamdi Agude,WR,Sacramento State,,6017,195,106.9,-0.8,22.3,Agude,6017,195,,,,4.72,2.69,1.66,4.1,7.03,13,34,10.42
118,T.J. Lowder,WR,Florida Tech,,5097,182,106.8,-0.8,22.1,Lowder,5097,182,,,,4.52,2.65,1.58,4.34,7.14,20,34.5,10.17
119,Jordan Williams-Lambert,WR,Ball State,,6027,227,106.7,-0.8,21.8,Williams-Lambert,6027,227,,,,4.64,2.66,1.62,4.45,7.03,21,33.5,9.67
120,Danny Anthrop,WR,Purdue,,5116,187,106.7,-0.8,21.7,Anthrop,5116,187,,,,4.49,2.55,1.57,4.15,6.82,,30.5,9.92
121,Laquon Treadwell,WR,Mississippi,21.2,6020,221,106.6,-0.8,21.6,Treadwell,6020,221,33.375,9.5,80.5,4.64,2.73,1.62,4.3,7.04,12,33.5,9.75
122,Justin Brown,WR,Southern Utah,,6015,203,106.6,-0.8,21.4,Brown,6015,203,,,,4.65,2.75,1.69,4.26,6.95,21,34.5,10.25
123,AJ Troup,WR,Michigan State,,6017,211,106.6,-0.8,21.4,Troup,6017,211,,,,4.53,2.68,1.65,4.37,7.08,20,34,10
124,Rashawn Scott,WR,Miami,24.6,6007,199,106.1,-0.8,20.3,Scott,6007,199,31.375,9.375,75.5,4.54,2.65,1.59,4.33,6.88,17,33,9.67
125,Andrew Fischer,WR,Harvard,,5090,173,105.6,-0.9,19,Fischer,5090,173,,,,4.58,2.63,1.55,4.46,6.99,21,37,9.75
126,Jordan Bergstrom,WR,New Mexico State,,5096,189,105.6,-0.9,19,Bergstrom,5096,189,,,,4.48,2.5,1.56,4.21,6.83,14,32,9.5
127,Johnathon Johnson,WR,Tennessee,,5077,180,105.4,-0.9,18.6,Johnson,5077,180,,,,4.65,2.63,1.59,4.18,6.88,13,34.5,9.83
128,Dominique Rhymes,WR,Murray State,,6035,213,105.3,-0.9,18.4,Rhymes,6035,213,,,,4.56,2.5,1.68,4.27,7.03,11,32,10.42
129,Dushawn Brown,WR,Denison,,5104,197,105.2,-0.9,18,Brown,5104,197,,,,4.67,2.69,1.56,4.33,6.95,16,34.5,9.42
130,Pierre Youngblood-Ary,WR,Northwestern,,6017,194,104.9,-0.9,17.5,Youngblood-Ary,6017,194,,,,4.57,2.63,1.58,4.09,6.89,8,29,10.08
131,Andrew Stone,WR,Iowa,,5096,173,104.8,-1,17.1,Stone,5096,173,,,,4.54,2.65,1.59,4.33,6.83,,37.5,9.58
132,Dejzon Walker,WR,Northern Arizona,,6006,221,104.7,-1,16.9,Walker,6006,221,,,,4.59,2.73,1.63,4.31,7.19,,34,9.58
133,Nelson Spruce,WR,Colorado,23.7,6011,206,104.6,-1,16.8,Spruce,6011,206,30,10,72,4.58,2.67,1.63,4.2,7.09,12,35,9.5
134,Tajae Sharpe,WR,Massachusetts,21.7,6020,194,104.6,-1,16.7,Sharpe,6020,194,32.25,8.375,77.5,4.55,2.61,1.55,,,11,33.5,9.5
135,Geronimo Allison,WR,Illinois,22.6,6032,196,104.6,-1,16.7,Allison,6032,196,32.875,9.5,79.75,4.56,2.68,1.65,4.28,7.4,,34.5,10.58
136,Simms McElfresh,WR,Appalachian State,,5094,181,104.5,-1,16.5,McElfresh,5094,181,,,,4.64,2.62,1.59,4.27,6.9,15,35,9.75
137,Anthony Williams,WR,UNLV,,5101,188,104.5,-1,16.4,Williams,5101,188,,,,4.61,,,4.22,6.63,16,33,9.5
138,Derek Keaton,WR,Georgia Southern,,5097,188,104.1,-1,15.8,Keaton,5097,188,,,,4.55,2.69,1.63,4.15,7.2,10,33.5,10.25
139,Paul McRoberts,WR,SE Missouri State,23.8,6016,202,104,-1,15.4,McRoberts,6016,202,,,,4.69,2.75,1.62,4.42,7.28,8,35.5,10.42
140,Byron Johnson,WR,Southeast Louisiana,,6006,199,104,-1,15.4,Johnson,6006,199,,,,4.67,2.69,1.65,4.48,7.22,7,38,10.42
141,Roger Lewis,WR,Bowling Green,22.8,6003,201,103.8,-1,15.1,Lewis,6003,201,32,9.75,74.375,4.45,2.59,1.61,4.45,7.58,8,36,10.42
142,Bryan Holmes,WR,Troy,,5107,188,103.7,-1,14.9,Holmes,5107,188,,,,4.61,2.6,1.56,4.39,7.15,16,33,10.08
143,Hansell Wilson,WR,San Jose State,,5087,186,103.4,-1.1,14.3,Wilson,5087,186,,,,4.55,2.72,1.62,4.32,7.15,14,36.5,9.83
144,Ryan McManus,WR,Dartmouth,,5101,193,103.4,-1.1,14.3,McManus,5101,193,,,,4.73,2.67,1.6,4.37,7.14,11,34.5,10.25
145,Deandre Reaves,WR,Marshall,,5090,177,103.4,-1.1,14.2,Reaves,5090,177,,,,4.53,2.58,1.48,4.38,7.01,10,32,9.75
146,Andrew Pratt,WR,Akron,,6045,205,103.4,-1.1,14.2,Pratt,6045,205,,,,4.67,2.7,1.56,4.44,7.1,,31.5,10
147,Pig Howard,WR,Tennessee,,5071,184,103.3,-1.1,14.2,Howard,5071,184,,,,4.6,2.64,1.55,4.29,6.92,11,32.5,9.75
148,Antonio Agurs,WR,Ferris State,,5084,177,103.2,-1.1,13.9,Agurs,5084,177,,,,4.5,2.62,1.58,4.31,6.86,20,32,9.83
149,Kenny Lawler,WR,California,22.2,6024,203,103.2,-1.1,13.9,Lawler,6024,203,33.375,10.5,79.375,4.64,2.71,1.64,4.18,7.03,,34.5,9.5
150,Marcus Tucker,WR,Northern Michigan,,5100,192,103.1,-1.1,13.7,Tucker,5100,192,,,,4.55,2.59,1.64,4.33,7.14,13,34.5,10.17
151,Ellis Henderson,WR,Montana,,5110,195,103,-1.1,13.6,Henderson,5110,195,,,,4.63,2.69,1.69,4.3,7.19,10,38,10.17
152,Tyrell Blanks,WR,Coastal Carolina,,5100,173,102.9,-1.1,13.4,Blanks,5100,173,,,,4.57,2.66,1.6,4.35,7.33,,37,10.33
153,Dezmon Epps,WR,Idaho,,5080,171,102.9,-1.1,13.2,Epps,5080,171,,,,4.58,2.63,1.51,4.3,6.7,7,33.5,9.42
154,Dennis Parks,WR,Rice,22.1,6014,201,102.8,-1.1,13.1,Parks,6014,201,,,,4.61,2.63,1.52,4.48,7.44,10,32.5,10.17
155,Shane Mikeskey,WR,Purdue,,6033,223,102.5,-1.1,12.6,Mikeskey,6033,223,,,,4.66,2.71,1.72,4.39,7.12,20,33,10.33
156,Logan Sweet,WR,UCLA,,6000,192,102.4,-1.2,12.4,Sweet,6000,192,,,,4.57,2.66,1.64,4.24,7.18,15,32,10.33
157,Tommylee Lewis,WR,Northern Illinois,23.9,5063,170,102.4,-1.2,12.4,Lewis,5063,170,,,,4.48,2.63,1.58,4.22,7.13,11,34,10
158,Amir Carlisle,WR,Southern Cal,,5094,191,102.4,-1.2,12.3,Carlisle,5094,191,,,,4.5,2.6,1.64,4.24,7.39,17,35,
159,Jared Dangerfield,WR,Western Kentucky,,6015,219,102.1,-1.2,11.9,Dangerfield,6015,219,,,,4.74,2.78,1.72,4.32,6.92,23,33.5,9.92
160,Tim Shields,WR,North Texas,,5067,170,102.1,-1.2,11.8,Shields,5067,170,,,,4.61,2.6,1.51,,,16,33,9.75
161,Connor Frazier,WR,Towson,,5111,195,102,-1.2,11.7,Frazier,5111,195,,,,4.66,2.66,1.62,4.18,6.94,8,32.5,9.83
162,Hunter Sharp,WR,Utah State,22.4,5114,198,101.9,-1.2,11.6,Sharp,5114,198,31.625,9.375,74.75,4.54,2.69,1.62,4.19,7.1,12,32.5,9.67
163,Carlton Heard,WR,South Carolina,,5113,188,101.7,-1.2,11.3,Heard,5113,188,,,,4.7,2.72,1.68,4.25,7.03,18,36,10
164,Durron Neal,WR,Oklahoma,,5110,194,101.7,-1.2,11.2,Neal,5110,194,,,,4.54,2.63,1.57,4.46,7.22,13,32.5,10.08
165,Brian Dowling,WR,Towson,,5100,181,101,-1.3,10.1,Dowling,5100,181,,,,4.77,2.72,1.6,4.19,7.03,19,34,9.67
166,Shaq Washington,WR,Cincinnati,,5076,178,100.9,-1.3,9.9,Washington,5076,178,,,,4.63,2.63,1.55,,,25,34,9.33
167,Andre Davis,WR,Campbell,,5101,189,100.8,-1.3,9.8,Davis,5101,189,,,,4.57,2.56,1.59,4.37,7.11,12,32,10.08
168,Demarcus Ayers,WR,Houston,22.2,5093,182,100.8,-1.3,9.8,Ayers,5093,182,31.25,9.25,74,4.69,2.65,1.6,4.35,7.3,,35,10.25
169,Cayleb Jones,WR,Arizona,23.4,6025,209,100.7,-1.3,9.7,Jones,6025,209,32.75,9.25,80.125,4.65,2.74,1.65,4.14,6.99,9,33.5,9.33
