#,Name,ID,Pos.,School,Age,HT,WT,pSPARQ,z-score,NFL%,LastName,HT,WT,Arm,Hand,Wing,40,20,10,SS,TC,BP,VJ,BJ
117,Chucky Williams,,SS,Louisville,,6014,211,93.2,-2.4,0.8,Williams,6014,211,31.25,8.875,75.125,4.63,2.75,1.67,4.53,7.14,18,31.5,9.5
118,Korrin Wiggins,,SS,East Carolina,,5113,204,93.1,-2.4,0.8,Wiggins,5113,204,32.25,9.625,78,4.77,2.72,1.66,4.43,7.1,10,34,9.33
119,Davion Hall,,SS,Baylor,,6013,210,93,-2.4,0.8,Hall,6013,210,32.5,8.625,78,4.76,2.69,1.68,4.41,7.21,11,31.5,9.83
120,Nick Gesualdi,,SS,Colgate,,5114,196,93,-2.4,0.8,Gesualdi,5114,196,30.25,9,72.875,4.7,2.71,1.65,4.19,7.03,7,30,9.5
121,Joshua Butler,,SS,Sioux Falls,,5115,191,92.1,-2.5,0.6,Butler,5115,191,29.75,8.75,70.375,4.75,2.72,1.68,4.44,7.31,14,32.5,10.17
122,Donnie Miles,,SS,North Carolina,,5101,205,92,-2.5,0.6,Miles,5101,205,30.5,8.75,75,4.78,2.72,1.65,4.34,7.35,21,31,9.42
123,Nick Ruffin,,FS,Auburn,,5115,202,91.8,-2.5,0.6,Ruffin,5115,202,30.125,9,71.25,4.72,2.74,1.6,4.35,7.25,9,,9.25
124,Tre Bell,,FS,Connecticut,,5096,177,91.7,-2.5,0.5,Bell,5096,177,32.5,10.25,76,4.75,2.78,1.6,4.36,7.03,11,31.5,9.5
125,Billy Nicoe Hurst,,SS,Youngstown State,,5106,190,91.6,-2.6,0.5,Nicoe Hurst,5106,190,29.875,9.125,71.25,4.78,2.78,1.6,4.44,7.21,14,31.5,9.5
126,Jackson Finch,,SS,Fresno State,,6001,204,91.2,-2.6,0.5,Finch,6001,204,30.25,10,74,4.7,2.72,1.65,4.34,7.15,11,29.5,9.5
127,Devin Cockrell,,SS,UTEP,,5105,192,91.1,-2.6,0.5,Cockrell,5105,192,31,9.25,73.25,4.75,2.75,1.72,4.46,7.15,16,34.5,9.83
128,Josh Bekoe,,SS,Maryland,,5111,206,90.6,-2.7,0.4,Bekoe,5111,206,30.75,9,75.625,4.74,2.73,1.61,4.32,7.36,14,30.5,9.08
