#,Name,ID,Pos.,School,Age,HT,WT,pSPARQ,z-score,NFL%,LastName,HT,WT,Arm,Hand,Wing,40,20,10,SS,TC,BP,VJ,BJ
127,Anthony Shegog,,OLB,Virginia Tech,,6010,228,93.8,-1.9,2.7,Shegog,6010,228,32.375,9.5,78.875,4.75,2.76,1.7,4.59,7.21,14,33.5,8.83
128,Jaylyin Minor,,ILB,Cincinnati,,5116,231,97.1,-1.9,2.7,Minor,5116,231,31.75,9.125,75.625,4.87,2.72,1.7,4.58,7.39,21,35,9.33
129,Connor OBrien,,ILB,Washington,,6025,223,96.9,-2,2.5,OBrien,6025,223,31,9.75,75.125,4.91,2.8,1.65,4.25,7.07,11,31,9.17
130,Titus Failauga,,OLB,Oregon State,,6037,260,93.2,-2,2.4,Failauga,6037,260,33.625,10.625,80.25,5.14,2.92,1.73,4.69,7.25,25,28.5,9.75
131,Anthony Jackson,,ILB,Delaware,,5111,230,96.4,-2,2.3,Jackson,5111,230,30.875,8.5,73.5,4.79,2.85,1.72,4.49,7.52,21,30,9.92
132,Stacy Thomas,,ILB,Louisville,,6006,233,96.3,-2,2.3,Thomas,6006,233,30.125,9.5,74.625,4.76,2.87,1.73,4.41,7.16,18,31.5,8.92
133,Brandon Smith,,ILB,Penn State,,6004,232,96,-2,2.1,Smith,6004,232,29.75,8.875,73.625,4.71,2.76,1.69,4.44,7.13,13,29,9.17
134,Eric Beisel,,ILB,Missouri,,6020,229,95.6,-2.1,2,Beisel,6020,229,31.75,9.625,75.25,4.93,2.79,1.73,4.18,7.01,23,30.5,8.83
135,Alex Huerta,,ILB,Utah State,,6016,235,95.4,-2.1,1.9,Huerta,6016,235,31.75,9.25,77.125,4.87,2.8,1.66,4.35,7.36,16,30,9.25
136,Jordan Guest,,OLB,Florida International,,6023,225,91.6,-2.1,1.8,Guest,6023,225,32.625,9,79.25,4.79,2.81,1.76,4.52,7.35,15,30.5,9.5
137,Deshaun Faltz,,ILB,Georgia State,,6011,215,94.9,-2.1,1.7,Faltz,6011,215,33,9.5,75.625,4.71,2.71,1.68,4.57,7.51,16,32.5,9.58
138,Ro'Derrick Hoskins,,ILB,Florida State,,6022,230,94.5,-2.1,1.6,Hoskins,6022,230,31.375,9.125,77,4.85,2.82,1.7,4.5,7.45,,30.5,9.58
139,Chris Worley,LB41,ILB,Ohio State,23,6013,238,94.5,-2.2,1.6,Worley,6013,238,31.25,9.25,75.75,4.76,2.76,1.67,4.59,7.08,15,29.5,
140,Reggie Carter,,ILB,Georgia,,6006,227,94,-2.2,1.4,Carter,6006,227,31.625,9.5,76.625,4.75,2.71,1.65,4.55,7.21,,30,8.92
141,Hodari Christian II,,ILB,West Virginia,,5116,222,94,-2.2,1.4,Christian II,5116,222,31.5,9.375,76.125,4.84,2.83,1.65,4.45,7.4,23,28,9.67
142,Devin Voorhies,,OLB,LSU,,6006,227,90.1,-2.2,1.4,Voorhies,6006,227,32.5,9.375,76.625,4.76,2.74,1.72,4.59,7.49,15,32.5,9.08
143,Garrett Hudson,,ILB,Purdue,,6021,247,93.9,-2.2,1.4,Hudson,6021,247,29.5,8.625,73.75,4.72,2.75,1.69,4.59,7.34,24,28.5,9
144,Donnie Alexander,,OLB,LSU,,6004,213,89.7,-2.2,1.3,Alexander,6004,213,31.625,9.125,76.375,4.75,2.77,1.7,4.48,7.15,,30,8.75
145,Jalen Brooks,,OLB,Maryland,,6017,239,89.4,-2.2,1.2,Brooks,6017,239,31.625,9.75,76.75,5,2.87,1.69,4.45,7.26,19,29,9.17
146,Julian Jackson,,OLB,UTEP,,6023,215,89.4,-2.3,1.2,Jackson,6023,215,33.5,9,77.75,4.87,2.83,1.71,4.46,7.23,15,29.5,9.42
147,Alani Latu,,OLB,Arizona State,,6015,247,89.2,-2.3,1.2,Latu,6015,247,32.25,9.875,76.625,4.87,2.8,1.67,4.59,7.5,20,29,9.08
148,Auggie Sanchez,,ILB,South Florida,,6023,243,93,-2.3,1.2,Sanchez,6023,243,30.625,9.5,74.75,5.1,2.92,1.75,4.59,7.54,19,36.5,9.42
149,Myles Harges,,ILB,Middle Tennessee State,,6011,224,92.8,-2.3,1.1,Harges,6011,224,31.5,9.75,75.625,4.65,2.69,1.71,4.36,7.67,17,28.5,9.42
150,Anthony Gutierrez,,ILB,East Carolina,,6010,230,92.5,-2.3,1,Gutierrez,6010,230,31,9.25,73.875,4.81,2.77,1.69,4.63,7.51,22,32,9.33
