#,Name,ID,Pos.,School,Age,HT,WT,pSPARQ,z-score,NFL%,LastName,HT,WT,Arm,Hand,Wing,40,20,10,SS,TC,BP,VJ,BJ
88,Jalen Wilkerson,,DE,Florida State,,6045,292,90.7,-2.2,1.5,Wilkerson,6045,292,32.75,9.5,77.5,5.1,3.02,1.77,4.97,8.33,21,29,9.33
89,Deondre Clark,,DE,LSU,,6021,260,90.7,-2.2,1.5,Clark,6021,260,33.75,9.75,78.125,4.96,2.85,1.73,4.76,7.56,13,32.5,9.17
90,Darius Jackson,LB19,DE,Jacksonville State,23.8,6022,242,90.1,-2.2,1.4,Jackson,6022,242,32,9.125,76,4.76,2.75,1.72,4.7,7.52,21,26.5,9.67
91,Ja'Von Rolland-Jones,DL44,DE,Arkansas State,23.8,6017,253,88.3,-2.3,1,Rolland-Jones,6017,253,32.75,10.125,77.625,4.88,2.84,1.7,4.64,7.76,23,27.5,9.42
92,Sergio Phillips,,DE,San Diego State,,6014,260,87.6,-2.4,0.8,Phillips,6014,260,32,9.375,77.75,5,2.89,1.7,4.68,7.7,16,32.5,8.83
93,Derrick Dixon,,DE,Southern Miss,,6026,272,87.4,-2.4,0.8,Dixon,6026,272,32.75,9.5,78.125,5.12,2.9,1.81,4.82,7.71,20,30.5,9.17
94,Qualen Cunningham,,DE,Texas A&M,,6014,224,86.3,-2.5,0.6,Cunningham,6014,224,32,10.375,76.25,4.96,2.89,1.72,4.54,7.51,14,31.5,9.33
95,K.J. Smith,,DE,Baylor,,6016,260,86.1,-2.5,0.6,Smith,6016,260,33,9.5,79.625,5.07,2.88,1.78,4.59,7.74,26,27.5,9.42
96,Demetrius Cooper,,DE,Michigan State,,6051,241,85.6,-2.6,0.5,Cooper,6051,241,32.625,10.375,79.625,5.02,2.85,1.63,4.75,7.45,10,28.5,9.42
97,Jakob Buys,,DE,Colorado State,,6034,264,85.5,-2.6,0.5,Buys,6034,264,32.125,9.5,76.5,5.13,2.9,1.81,4.65,7.64,17,29,9.42
98,Antoine Miles,,DE,Purdue,,6015,243,84.9,-2.6,0.5,Miles,6015,243,32.75,9.625,78.375,5.01,2.86,1.75,4.61,7.26,21,28.5,9.08
99,Leo Jackson III,,DE,Colorado,,6013,271,83.7,-2.7,0.4,Jackson III,6013,271,34.125,9.375,82.25,5.01,2.92,1.77,4.88,7.78,20,28.5,8.92
100,Darnell Thompson,,DE,Colorado State,,6033,280,83.4,-2.7,0.3,Thompson,6033,280,32.5,9.125,76.75,5.01,2.87,1.77,4.76,8.01,23,26.5,8.83
101,Aikeem Coleman,,DE,Idaho,,6013,272,82.6,-2.8,0.3,Coleman,6013,272,31.5,9.5,77.25,5,2.83,1.72,4.61,7.61,22,26,8.58
102,Kaleb Bevelle,,DE,Clemson,,6036,273,81.4,-2.9,0.2,Bevelle,6036,273,32.25,9.875,77.625,5.22,2.97,1.83,4.81,7.71,22,27.5,9
103,Garrett McBroom,,DE,Washington State,,6025,275,81.2,-2.9,0.2,McBroom,6025,275,31.25,9.25,75.25,5.14,2.99,1.68,4.68,7.51,23,25,8.42
104,Wendell Dunn,,DE,Wake Forest,,6020,245,79.5,-3,0.1,Dunn,6020,245,31.875,9.25,78.125,5.09,2.94,1.74,4.62,7.15,21,26,8.75
105,Karl Roesler,,DE,Arkansas,,6007,232,79.5,-3,0.1,Roesler,6007,232,30.5,9,75.125,5.06,2.83,1.73,4.52,7.25,,25.5,8.92
106,Seyvon Lowry,,DE,Central Florida,,6025,278,78,-3.1,0.1,Lowry,6025,278,32.75,10.25,78,5.13,2.81,1.74,4.71,7.97,13,27,8.5
107,Gaelin Elmore,,DE,East Carolina,,6050,277,77.6,-3.1,0.1,Elmore,6050,277,33,9.5,80,5.16,2.94,1.75,4.65,7.55,15,27,8.17
108,Reggie McGee,,DE,Ball State,,6014,244,77,-3.2,0.1,McGee,6014,244,31.875,8.5,76,5.4,3.05,1.73,4.63,7.77,24,32,8.5
109,Andre Turner,,DE,Western Michigan,,6035,284,76.7,-3.2,0.1,Turner,6035,284,34.375,9.5,81.25,5.33,3,1.85,4.7,8.02,17,26,8.67
110,Marques Moore,,DE,Kent State,,6010,230,76.5,-3.2,0.1,Moore,6010,230,32.375,9.625,79.75,5.03,2.82,1.7,4.66,7.59,16,28,8.92
111,John Nassib,,DE,Delaware,,6060,267,75.7,-3.3,0.1,Nassib,6060,267,33.125,10.25,78.75,5.08,2.92,1.88,4.7,7.78,23,26.5,8.5
112,Darnell Davis,,DE,Rutgers,,6005,237,75.1,-3.3,0,Davis,6005,237,32.875,9.625,78.5,5.14,2.98,1.83,4.51,7.39,10,27,8.83
113,Joe Sanders,,DE,Northern Illinois,,6030,255,73.4,-3.5,0,Sanders,6030,255,33.125,9.25,78.75,5.02,2.93,1.84,4.87,7.58,11,27,8.67
114,Brian Nance,,DE,Baylor,,6016,253,73.4,-3.5,0,Nance,6016,253,33,9.625,79.625,5.28,2.93,1.82,4.5,7.83,,24.5,8.83
115,Sha-Ki Holines,,DE,Massachusetts,,6027,251,71.8,-3.6,0,Holines,6027,251,32.625,10,80.5,5.02,2.81,1.78,4.93,,20,28.5,8.33
116,Phillip Napoleon,,DE,Oregon State,,6040,303,71.6,-3.6,0,Napoleon,6040,303,32.625,9.75,79.5,5.71,3.31,2.02,4.75,,21,24,8.5
117,Darryl Waters,,DE,UAB,,6027,249,71.5,-3.6,0,Waters,6027,249,32,10.25,75.125,5.01,2.96,1.8,4.77,7.96,19,26.5,8.58
118,Davin Bellamy,LB03,DE,Georgia,23.7,6036,255,,,,Bellamy,6036,255,33.25,9.5,80.5,,,,4.58,7.58,19,26,8.42
119,Duke Ejiofor,DL31,DE,Wake Forest,23.4,6033,264,,,,Ejiofor,6033,264,34.875,9.75,82,,,,,,,,
120,Kemoko Turay,LB37,DE,Rutgers,23.1,6045,253,,,,Turay,6045,253,33.375,9.625,80.125,4.65,2.72,1.62,,,18,,
