#,Name,ID,Pos.,School,Age,HT,WT,pSPARQ,z-score,NFL%,LastName,HT,WT,Arm,Hand,Wing,40,20,10,SS,TC,BP,VJ,BJ
13,Jerome Lane,WO28,WR,Akron,21.5,6024,226,129.7,1.2,89,Lane,6024,226,31.5,9.75,76.875,4.6,2.65,1.56,4.12,6.87,16,37,10.42
14,Jehu Chesson,WO08,WR,Michigan,23.7,6027,204,129.5,1.2,88.6,Chesson,6027,204,33.25,9.125,,4.46,2.6,1.65,4.09,6.7,13,39.5,11
15,Montay Crockett,,WR,Georgia Southern,,5114,190,129.2,1.2,88,Crockett,5114,190,,,,4.39,2.53,1.54,4.25,6.82,18,38,10.92
16,Levern Jacobs,,WR,Maryland,,5113,182,127.9,1.1,85.7,Jacobs,5113,182,,,,4.45,2.63,1.6,4.07,6.85,13,39,11.25
17,Michael Rector,WO37,WR,Stanford,23.7,6004,193,127.4,1,84.5,Rector,6004,193,32.5,9.25,78.125,4.42,2.56,1.53,4.19,6.77,13,36.5,10.75
18,Amara Darboh,WO10,WR,Michigan,23.6,6015,214,127,1,83.8,Darboh,6015,214,32.625,9.875,79.625,4.45,2.58,1.52,4.27,6.81,17,36.5,10.17
19,Krishawn Hogan,WO23,WR,Marian,22.3,6030,222,127,1,83.7,Hogan,6030,222,32.125,9.875,78.125,4.56,2.62,1.56,4.21,6.74,13,36.5,10.33
20,Dan Arnold,,WR,Wisconsin-Platteville,,6047,222,126.6,1,83,Arnold,6047,222,,,,4.63,2.62,1.6,4.3,6.81,12,39.5,10.58
21,Malachi Dupre,WO13,WR,LSU,21.9,6024,196,126.2,0.9,82.1,Dupre,6024,196,31.5,9,77,4.46,2.56,1.57,4.26,7.19,11,39.5,11.25
22,Robert Wheelwright,,WR,Wisconsin,22.7,6017,205,126.1,0.9,81.7,Wheelwright,6017,205,31.875,9.125,76.5,4.6,2.69,1.61,4.14,6.68,15,38,10.67
23,Tim Patrick,,WR,Utah,,6041,208,125,0.8,79.2,Patrick,6041,208,,,,4.47,2.56,1.56,4.38,6.99,22,37.5,10.67
24,Derrick Jones,,WR,Mississippi,,6017,189,125,0.8,79.1,Jones,6017,189,,,,4.48,2.58,1.61,4.41,7.03,9,41,11.67
25,Robert Tonyan Jr.,,WR,Indiana State,,6045,236,124.4,0.8,77.8,Tonyan Jr.,6045,236,,,,4.58,2.6,1.53,4.34,7.12,16,35,10.42
26,Zach Pascal,WO35,WR,Old Dominion,22.7,6015,219,123.9,0.7,76.3,Pascal,6015,219,32,10,77,4.54,2.61,1.54,4.25,7.11,14,36,10.5
27,Carlton Agudosi,,WR,Rutgers,,6052,217,123.5,0.7,75.3,Agudosi,6052,217,,,,4.61,2.61,1.6,4.37,6.79,10,40.5,10.33
28,Garry Brown,,WR,California (PA),,5116,204,123.3,0.7,74.6,Brown,5116,204,,,,4.58,2.6,1.56,4.34,6.81,21,37,10.5
29,DeQuan Hampton,,WR,Southern Cal,,6031,223,123.2,0.7,74.4,Hampton,6031,223,,,,4.65,2.74,1.69,,,21,41.5,11
30,Anthony Nash,,WR,Duke,,6040,211,123.1,0.6,74,Nash,6040,211,,,,4.38,2.51,1.53,4.28,7.23,13,37.5,10.33
31,David Moore,,WR,East Central,,6005,219,122.9,0.6,73.4,Moore,6005,219,,,,4.43,2.53,1.59,4.38,6.98,26,36.5,10.33
32,Jhajuan Seales,,WR,Oklahoma State,23.8,6005,206,122.6,0.6,72.6,Seales,6005,206,31.5,8.5,76.75,4.51,2.62,1.56,4.36,7.27,20,41.5,10.25
33,Deangelo Yancey,,WR,Purdue,22.8,6015,220,122.3,0.6,71.9,Yancey,6015,220,33.25,9.25,78.625,4.53,2.6,1.57,4.27,6.84,21,35.5,10.08
34,Josh Reynolds,WO38,WR,Texas A&M,22.5,6027,194,122,0.6,71,Reynolds,6027,194,31.5,9.375,76.5,4.52,2.64,1.56,4.13,6.83,,37,10.33
35,Kendrick Bourne,WO04,WR,Eastern Washington,22.1,6011,203,122,0.6,71,Bourne,6011,203,32.5,9.125,75.75,4.55,2.63,1.56,4.21,6.73,10,36,10.42
36,Justin Hardee,,WR,Illinois,,6005,197,122,0.5,70.8,Hardee,6005,197,,,,4.36,2.56,1.5,4.26,7.28,17,34.5,10.75
37,Austin Aikens,,WR,South Florida,,5114,185,121.8,0.5,70.4,Aikens,5114,185,,,,4.56,2.56,1.6,4.18,6.78,9,40.5,10.58
38,Jalen Williams,,WR,Massachusetts,,6023,209,121.8,0.5,70.4,Williams,6023,209,,,,4.55,2.58,1.56,,,14,40.5,9.92
39,Shaq Hill,,WR,Eastern Washington,,5093,193,121.8,0.5,70.3,Hill,5093,193,,,,4.48,2.53,1.51,,,21,35.5,10.33
40,Bug Howard,WO25,WR,North Carolina,22.8,6041,221,121.7,0.5,70,Howard,6041,221,33.125,10.375,79.75,4.58,2.67,1.59,4.14,6.95,15,37.5,9.92
41,Dominique Reed,,WR,Arkansas,,6017,182,121.2,0.5,68.6,Reed,6017,182,,,,4.4,2.53,1.59,4.5,6.85,5,40,11.33
42,Anas Hasic,,WR,West Florida,,5106,212,120.8,0.4,67.1,Hasic,5106,212,,,,4.51,2.63,1.55,4.34,7.03,30,35.5,10.08
43,Chad Williams,,WR,Grambling State,22.9,6004,207,120.6,0.4,66.5,Williams,6004,207,32,9.75,77.125,4.43,2.54,1.57,4.21,7.06,21,35.5,10.25
44,Kenny Golladay,WO19,WR,Northern Illinois,23.8,6040,218,120.5,0.4,66.4,Golladay,6040,218,32,9.75,76.375,4.5,2.64,1.58,4.15,7,18,35.5,10
45,JuJu Smith-Schuster,WO47,WR,Southern Cal,20.8,6013,215,120.2,0.4,65.4,Smith-Schuster,6013,215,32.875,10.5,77.75,4.54,2.65,1.55,4.18,6.93,15,33.5,10.25
46,Josh Knight,,WR,Marshall,,6000,196,119.9,0.4,64.2,Knight,6000,196,,,,4.58,2.65,1.53,4.23,7.42,16,38.5,10.58
47,Keeon Johnson,,WR,Virginia,,6023,211,119.8,0.4,64,Johnson,6023,211,,,,4.57,2.67,1.64,4.34,7,25,35.5,11
48,Fred Brown,,WR,Mississippi State,,6007,199,118.8,0.3,60.8,Brown,6007,199,,,,4.48,2.57,1.52,4.32,6.82,13,37,9.83
49,Amba Etta-Tawo,WO15,WR,Syracuse,23.8,6012,208,118.7,0.3,60.4,Etta-Tawo,6012,208,32,9.125,74.25,4.47,2.59,1.56,4.27,6.95,14,33.5,10.5
50,Tony Stevens,,WR,Auburn,22.5,6040,212,118.7,0.3,60.3,Stevens,6040,212,32.75,9.375,78.625,4.49,2.65,1.53,4.34,7.15,12,34.5,10.5
51,Chad Hansen,WO20,WR,California,22.6,6017,202,118.7,0.3,60.3,Hansen,6017,202,32.125,10.125,76.75,4.47,2.63,1.56,4.13,6.74,11,35,9.92
52,Brandon Holloway,,WR,Mississippi State,,5070,160,118.6,0.3,60,Holloway,5070,160,,,,4.34,2.5,1.52,4.09,6.87,,38.5,10.17
53,Isaac Whitney,,WR,Southern Cal,,6020,204,118.5,0.2,59.6,Whitney,6020,204,,,,4.34,2.57,1.55,4.45,7.04,12,36,10.5
54,Geno Lewis,,WR,Oklahoma,,6006,204,118.3,0.2,59.1,Lewis,6006,204,,,,4.62,2.67,1.59,4.35,7.09,9,38.5,10.75
55,Tyrain Taylor,,WR,New Mexico State,,5081,161,118.1,0.2,58.3,Taylor,5081,161,,,,4.45,2.54,1.51,4.16,6.95,17,38,10.33
56,Charlie Hegedus,,WR,Georgia,,6014,203,117.9,0.2,57.7,Hegedus,6014,203,,,,4.54,2.71,1.51,4.19,6.88,13,35,9.75
57,Ishmael Zamora,,WR,Baylor,,6034,224,117.4,0.1,56,Zamora,6034,224,,,,4.53,2.53,1.52,4.31,7.16,13,34,10
58,Shawn Mitchell Jr.,,WR,Eastern Illinois,,5101,173,117.3,0.1,55.6,Mitchell Jr.,5101,173,,,,4.63,2.55,1.52,4.05,6.81,9,35,10.5
59,Kendyl Taylor,,WR,Northern Arizona,,5097,195,117,0.1,54.5,Taylor,5097,195,,,,4.64,2.63,1.57,4.36,6.85,,38.5,10.25
60,Devin Borders,,WR,Eastern Kentucky,,6052,220,116.9,0.1,54.3,Borders,6052,220,,,,4.73,2.68,1.6,4.37,6.93,13,38,10.17
61,Curtis Samuel,WO44,WR,Ohio State,21.1,5105,196,116.7,0.1,53.5,Samuel,5105,196,31.25,9.5,74.875,4.31,2.56,1.55,4.33,7.09,18,37,9.92
62,Raysean Pringle,,WR,Southern Utah,,5112,191,116.6,0.1,53.2,Pringle,5112,191,,,,4.42,2.56,1.57,4.28,7.02,24,34,10.5
63,Garrett Scantling,,WR,Georgia,,6024,220,116.5,0.1,52.9,Scantling,6024,220,,,,4.58,2.6,1.6,4.33,7.47,16,37,10.67
64,B.J. Johnson III,,WR,Georgia Southern,,5115,213,116.1,0,51.5,Johnson III,5115,213,,,,4.6,2.64,1.62,4.33,6.81,27,34.5,10.17
65,Austin Stewart,,WR,Central Michigan,,6035,217,116,0,51.2,Stewart,6035,217,,,,4.74,2.69,1.61,4.28,6.71,10,37.5,9.92
66,Monty Madaris,,WR,Michigan State,,5116,196,115.6,0,49.9,Madaris,5116,196,,,,4.5,2.58,1.53,4.25,6.95,,33.5,10.25
67,Wayne Capers Jr,,WR,Duquesne,,6010,207,115.5,0,49.5,Capers Jr,6010,207,,,,4.69,2.67,1.62,4.39,6.74,8,38.5,10.33
68,Dontonio Jordan,,WR,San Jose State,,5110,196,115.5,0,49.5,Jordan,5110,196,,,,4.57,2.66,1.62,4.23,6.85,,38,10.17
69,Carlos Henderson,WO22,WR,Louisiana Tech,22.7,5110,199,115.5,0,49.4,Henderson,5110,199,31.375,9.125,75.125,4.46,2.61,1.61,4.35,7.18,13,36,10.92
70,Isaiah Mckenzie,WO32,WR,Georgia,22.4,5074,173,115.4,0,49.1,Mckenzie,5074,173,28.875,8.875,68.25,4.42,2.57,1.52,4.15,6.64,11,36,9.75
71,Gio Pascascio,,WR,Louisville,,6015,195,115.4,0,49,Pascascio,6015,195,,,,4.47,2.54,1.59,4.34,7.16,12,37,10.67
72,Dante Shells,,WR,Liberty,,6014,186,115.3,0,48.6,Shells,6014,186,,,,4.62,2.59,1.56,4.27,6.84,7,37,10.42
73,Isaiah Ford,WO16,WR,Virginia Tech,21.6,6010,194,115,-0.1,47.6,Ford,6010,194,32.625,9.25,76.75,4.58,2.63,1.59,4.29,6.94,14,35.5,10.58
74,Ardarius Stewart,WO49,WR,Alabama,23.7,5111,204,114.7,-0.1,46.6,Stewart,5111,204,32.5,9.375,77.5,4.49,2.63,1.59,,,,34,10.33
75,BraLon Cherry,,WR,North Carolina State,,5114,188,114,-0.1,44.2,Cherry,5114,188,,,,4.57,2.68,1.65,4.28,6.95,17,38.5,10.58
76,Rokeem Williams,,WR,Miami (OH),,5116,200,113.8,-0.2,43.4,Williams,5116,200,,,,4.62,2.58,1.61,4.2,6.84,11,35,10.33
77,Jamari Staples,WO48,WR,Louisville,23,6027,195,113.7,-0.2,43,Staples,6027,195,33.5,9.5,78.875,4.51,2.62,1.59,4.41,,,37,10.83
78,Ridge Jones,,WR,New Mexico,,5094,174,113.6,-0.2,42.9,Jones,5094,174,,,,4.32,,1.5,4.25,7.12,19,35.5,9.92
79,Brandon Reilly,,WR,Nebraska,,6016,202,113.3,-0.2,42,Reilly,6016,202,,,,4.47,2.58,1.59,4.18,6.77,18,32,10
80,Ahmad Fulwood,,WR,Florida,,6041,202,113.3,-0.2,41.7,Fulwood,6041,202,,,,4.51,2.63,1.52,4.38,7.29,,34.5,10.33
81,Quentin Atkinson,,WR,North Carolina Central,,6003,213,113.2,-0.2,41.6,Atkinson,6003,213,,,,4.65,2.6,1.56,,,18,36,9.83
82,Alonzo Moore,,WR,Nebraska,,6007,199,112.9,-0.2,40.5,Moore,6007,199,,,,4.47,2.6,1.56,4.17,6.79,,32,9.92
83,Tim White,,WR,Arizona State,,5096,175,112.9,-0.2,40.5,White,5096,175,,,,4.51,2.65,1.58,4.44,7.11,14,38.5,10.83
84,D.J. Thompson,,WR,Southern Miss,,6025,202,112.8,-0.2,40.3,Thompson,6025,202,,,,4.75,2.72,1.62,4.36,7.04,3,37.5,10.92
85,Michael Clark,,WR,Marshall,,6055,217,112.8,-0.2,40.2,Clark,6055,217,,,,4.53,2.6,1.55,4.31,7.54,17,33,10.5
86,Deon-Tay McManus,,WR,Marshall,,6006,226,112.5,-0.3,39.3,McManus,6006,226,,,,4.54,2.62,1.51,4.41,7.38,20,34,9.67
87,Cooper Kupp,WO27,WR,Eastern Washington,24.2,6015,204,112.4,-0.3,38.8,Kupp,6015,204,31.5,9.5,74,4.61,2.69,1.57,4.08,6.53,,31,9.67
88,Reginald Davis,,WR,Texas Tech,,5116,182,112.3,-0.3,38.5,Davis,5116,182,,,,4.44,2.62,1.58,4.3,6.76,9,35,10.33
89,Austin Carr,,WR,Northwestern,23.7,6002,202,112.2,-0.3,38.3,Carr,6002,202,30.625,9.25,73,4.62,2.62,1.6,4.07,6.7,16,33.5,9.67
90,Dontez Ford,,WR,Pittsburgh,,6012,212,112.2,-0.3,38.2,Ford,6012,212,,,,4.56,2.59,1.65,4.47,6.98,16,36,10.58
91,Daniel Williams,,WR,Jackson State,,6016,234,112.2,-0.3,38.1,Williams,6016,234,,,,4.51,2.57,1.58,4.46,7.44,17,35,10.08
92,Marcus Kemp,,WR,Hawaii,,6032,200,112.1,-0.3,37.8,Kemp,6032,200,,,,4.54,2.63,1.59,4.36,7.1,10,35.5,10.5
93,Noel Thomas,WO53,WR,Connecticut,23,6004,205,111.8,-0.3,36.9,Thomas,6004,205,30,8.75,72.75,4.52,2.55,1.52,,,9,33,9.83
94,Damoreea Stringfellow,,WR,Mississippi,,6017,218,111.8,-0.3,36.8,Stringfellow,6017,218,,,,4.62,2.7,1.63,4.54,7.25,17,36,10.83
95,Stacy Coley,WO09,WR,Miami,23.3,5117,195,111.5,-0.4,35.8,Coley,5117,195,32.25,9.75,75.875,4.39,2.54,1.5,4.43,7.19,10,34,10.17
96,Kezlow Smith,,WR,Lakeland,,5106,186,111.4,-0.4,35.4,Smith,5106,186,,,,4.47,2.62,1.61,4.12,6.7,7,32,10.5
97,Patrick Worstell,,WR,California,,6011,190,111.1,-0.4,34.6,Worstell,6011,190,,,,4.5,2.64,1.6,4.28,6.67,2,35,10.25
98,Teldrick Morgan,,WR,Maryland,,5110,193,111,-0.4,34.3,Morgan,5110,193,,,,4.61,2.65,1.6,4.25,6.83,15,34.5,10.17
99,Delshawn McClellon,,WR,Northern Arizona,,5081,160,111,-0.4,34.2,McClellon,5081,160,,,,4.45,2.56,1.54,4.26,6.8,1,34.5,10.83
100,Mike Sharp,,WR,Southern Utah,,6006,195,110.9,-0.4,34,Sharp,6006,195,,,,4.53,2.66,1.63,4.28,6.81,19,35,10.08
101,Josh Malone,WO30,WR,Tennessee,21.4,6026,208,110.9,-0.4,33.8,Malone,6026,208,31.375,9.625,76.625,4.4,2.61,1.56,4.19,7.05,10,30.5,10.08
102,Aaron Peck,,WR,Fresno State,,6023,239,110.7,-0.4,33.4,Peck,6023,239,,,,4.68,2.72,1.63,4.36,7.27,22,36.5,9.58
103,Fred Ross,WO41,WR,Mississippi State,22.3,6006,213,110.6,-0.4,32.9,Ross,6006,213,31.25,9.25,74.875,4.51,2.61,1.56,4.28,6.99,10,35,9.42
104,Jalen Latter,,WR,Wake Forest,,5105,193,110.6,-0.4,32.8,Latter,5105,193,,,,4.53,2.59,1.56,4.33,7.31,12,37,10.17
105,Rashard Davis,,WR,James Madison,,5081,173,110.5,-0.4,32.7,Davis,5081,173,,,,4.47,2.58,1.59,4.05,6.9,9,35.5,10.08
106,Chris Thompson,,WR,Florida,,5111,171,110.4,-0.5,32.4,Thompson,5111,171,,,,4.48,2.63,1.48,4.25,7,6,34.5,10.08
107,Dameon Gamblin,,WR,New Mexico,,5091,181,110.3,-0.5,32,Gamblin,5091,181,,,,4.47,,1.53,4.18,7.14,9,35,10
108,Kevin Genevro,,WR,Clarion,,6001,184,110.2,-0.5,31.8,Genevro,6001,184,,,,4.53,2.62,1.63,4.12,6.62,,33.5,10.17
109,Drew Wolitarsky,,WR,Minnesota,,6021,219,110.2,-0.5,31.6,Wolitarsky,6021,219,,,,4.68,2.59,1.56,4.22,6.88,14,32,9.58
110,Troy Doles,,WR,Brown,,5115,197,110.1,-0.5,31.3,Doles,5115,197,,,,4.59,2.64,1.6,4.15,6.74,15,34,9.67
111,Marcus McGill,,WR,Buffalo,,6011,241,109.9,-0.5,30.9,McGill,6011,241,,,,4.79,2.71,1.6,4.27,7.29,19,32.5,9.92
112,Mark Anthony Thomas,,WR,Southern Connecticut State,,5110,201,109.9,-0.5,30.7,Thomas,5110,201,,,,4.36,2.44,1.49,4.6,7.25,20,33,10.08
113,C.J. Germany,,WR,Notre Dame (OH),,5090,182,109.9,-0.5,30.6,Germany,5090,182,,,,4.49,2.56,1.55,4.22,6.76,16,33,9.83
114,Brisly Estime,,WR,Syracuse,,5083,186,109.8,-0.5,30.5,Estime,5083,186,,,,4.49,2.51,1.53,4.29,7.13,11,34.5,10.08
115,Billy Reed,,WR,Southern Illinois,,6007,206,109.6,-0.5,30,Reed,6007,206,,,,4.57,2.72,1.59,4.1,7.03,10,33.5,9.75
116,Jeremy Tabuyo,,WR,Texas A&M,,5106,183,109.6,-0.5,29.8,Tabuyo,5106,183,,,,4.5,2.61,1.61,4.29,6.89,11,35.5,10.33
117,Jalen Robinette,WO39,WR,Air Force,23.5,6027,220,109.1,-0.6,28.5,Robinette,6027,220,32.375,10.875,78.25,4.62,2.7,1.62,4.46,6.77,13,33.5,10
118,Rodriguez Coleman,,WR,Central Oklahoma,,6021,179,109.1,-0.6,28.4,Coleman,6021,179,,,,4.74,2.69,1.59,4.32,6.89,5,36,10.75
119,Makoa Camanse-Stevens,,WR,Hawaii,,6026,197,109.1,-0.6,28.3,Camanse-Stevens,6026,197,,,,4.67,2.6,1.59,4.22,6.94,9,34.5,10.08
120,Al Riles,,WR,Louisiana-Lafayette,,5091,204,108.7,-0.6,27.2,Riles,5091,204,,,,4.52,2.62,1.6,4.32,6.88,18,33.5,9.75
121,Chaz Anderson,,WR,Boise State,,5097,188,108.6,-0.6,26.9,Anderson,5097,188,,,,4.67,2.68,1.63,4.13,6.89,19,35.5,9.92
122,Billy Brown,WO06,WR,Shepherd,24.5,6036,255,108.6,-0.6,26.8,Brown,6036,255,33,10.375,79.375,4.67,2.68,1.63,4.48,6.9,23,29,9.83
123,Ryan Switzer,WO50,WR,North Carolina,22.8,5084,181,108.3,-0.6,26.1,Switzer,5084,181,28,9.25,68,4.51,2.63,1.56,4,6.77,11,32,9.67
124,Trent Taylor,WO52,WR,Louisiana Tech,23.3,5080,181,108.2,-0.6,25.9,Taylor,5080,181,28.75,8.25,68.875,4.63,2.67,1.58,4.01,6.74,13,33,9.75
125,Taylor Oldham,,WR,Central Florida,,6011,202,108.2,-0.7,25.7,Oldham,6011,202,,,,4.59,2.65,1.63,4.21,6.81,16,34.5,9.67
126,Jarvis Baxter,,WR,Oklahoma,,5094,172,108.1,-0.7,25.5,Baxter,5094,172,,,,4.57,2.67,1.51,4.39,6.9,11,35,10.08
127,Theron Wilson,,WR,Northwood,,6025,188,108,-0.7,25.2,Wilson,6025,188,,,,4.53,2.63,1.57,4.46,7.11,,37.5,10
128,Rodney Adams,WO01,WR,South Florida,23,6012,189,108,-0.7,25.1,Adams Jr.,6012,189,32,9,75,4.44,2.59,1.53,4.28,6.98,8,29.5,10.42
129,KeVonn Mabon,,WR,Ball State,,6010,212,108,-0.7,25.1,Mabon,6010,212,,,,4.66,2.62,1.6,4.33,6.91,14,31.5,10.17
130,Edgar Poe,,WR,Army,,6041,216,107.9,-0.7,25.1,Poe,6041,216,,,,4.74,2.72,1.56,4.34,7.09,6,33.5,10
131,Austin Duke,,WR,Charlotte,,5091,170,107.8,-0.7,24.8,Duke,5091,170,,,,4.54,2.48,1.59,4.29,6.92,15,37,10.08
132,Nyme Manns,,WR,Bowie State,,6017,213,107.8,-0.7,24.5,Manns,6017,213,,,,4.67,2.67,1.58,4.73,7.1,12,37,10.17
133,Carrington Thompson,,WR,Western Michigan,,6015,177,107.7,-0.7,24.3,Thompson,6015,177,,,,4.71,2.59,1.58,4.29,6.68,10,36.5,9.92
134,Jake Brents,,WR,Missouri,,6012,203,107.6,-0.7,24.1,Brents,6012,203,,,,4.75,2.72,1.57,4.29,7.04,11,34,10
135,Justin Hunt,,WR,Marshall,,6013,202,107.6,-0.7,24,Hunt,6013,202,,,,4.52,2.57,1.52,4.48,7.48,12,35,10.17
136,Gena Adams,,WR,Bemidji State,,5075,190,107.5,-0.7,23.8,Adams,5075,190,,,,4.43,2.52,1.59,4.28,6.94,,36,9.5
137,Colby Pearson,,WR,BYU,,6004,194,107.4,-0.7,23.6,Pearson,6004,194,,,,4.5,2.61,1.6,4.35,6.94,12,33.5,10.17
138,Ty Betka,,WR,Nebraska,,5064,158,107.2,-0.7,23,Betka,5064,158,,,,4.54,2.57,1.53,4.12,6.83,3,35,10.08
139,Mike Williams,WO57,WR,Clemson,22.9,6035,218,107.1,-0.7,22.7,Williams,6035,218,33.375,9.375,79.875,4.54,2.58,1.66,,,15,32.5,10.08
140,Shelton Gibson,WO17,WR,West Virginia,23.5,5106,191,107,-0.8,22.6,Gibson,5106,191,32,8.875,75.625,4.42,2.59,1.61,4.2,6.83,8,32,10.08
141,Tanner Gentry,,WR,Wyoming,,6010,208,106.5,-0.8,21.2,Gentry,6010,208,,,,4.58,2.68,1.68,4.43,7.29,19,38,10.25
142,Keevan Lucas,WO29,WR,Tulsa,22.4,5093,192,106.5,-0.8,21.2,Lucas,5093,192,31.875,9.875,76.5,4.55,2.65,1.61,4.4,7.23,11,37,10.25
143,Latevius Rayford,,WR,Vanderbilt,,6001,204,106.3,-0.8,20.8,Rayford,6001,204,,,,4.67,2.55,1.64,4.33,7.15,13,36,10.17
144,Anthony Warrum,,WR,Illinois State,,6005,190,106.3,-0.8,20.8,Warrum,6005,190,,,,4.6,2.57,1.52,4.2,6.66,6,32.5,9.33
145,Nicholas Norris,,WR,Western Kentucky,,5067,160,106.3,-0.8,20.7,Norris,5067,160,,,,4.49,2.58,1.62,4.14,7.03,8,37,10.42
146,Lance Lenoir,,WR,Western Illinois,22.6,5115,199,106.3,-0.8,20.7,Lenoir,5115,199,33,9.375,77.75,4.67,2.66,1.59,4.39,6.87,14,34.5,9.83
147,Drew Morgan,WO33,WR,Arkansas,22.7,5117,190,106,-0.8,20.1,Morgan,5117,190,30.375,9.5,72.25,4.62,2.6,1.53,4.02,6.63,10,30,9.33
148,KW Williams,,WR,Idaho State,,6005,212,105.9,-0.8,19.8,Williams,6005,212,,,,4.75,2.73,1.61,4.36,7.02,15,36,9.58
149,Chris Sanders-McCollum,,WR,Tennessee State,,6035,214,105.7,-0.9,19.3,Sanders-McCollum,6035,214,,,,4.65,2.65,1.58,4.51,7.09,8,34,10.08
150,CJ Davis,,WR,Shepherd,,5085,189,105.6,-0.9,19,Davis,5085,189,,,,4.66,2.65,1.56,4.25,6.94,10,34,9.75
151,Gehrig Dieter,,WR,Alabama,24.5,6024,208,105.6,-0.9,18.9,Dieter,6024,208,30.5,9.625,74.75,4.59,2.67,1.58,4.33,7.2,15,32.5,9.92
152,JoJo Natson,,WR,Akron,,5066,159,105.5,-0.9,18.8,Natson,5066,159,,,,4.46,2.58,1.53,4.19,7.2,16,34,10.17
153,Seth Coate,,WR,St. Francis (IN),,6027,207,105.4,-0.9,18.6,Coate,6027,207,,,,4.67,2.73,1.63,4.21,6.95,11,32,10.08
154,Joey Eliezer,,WR,West Georgia,,6023,220,105.3,-0.9,18.3,Eliezer,6023,220,,,,4.67,2.7,1.57,4.59,7.28,18,31.5,10.42
155,Alexander Jette,,WR,Brown,,6000,184,105.1,-0.9,18,Jette,6000,184,,,,4.46,,1.6,4.43,6.91,7,35.5,10.08
156,Dede Westbrook,WO55,WR,Oklahoma,23.8,5117,178,105.1,-0.9,17.8,Westbrook,5117,178,30.625,9,72.375,4.39,2.54,1.54,4.34,7.2,8,34.5,10
157,Jacorey Warrick,,WR,Texas,,5090,165,105.1,-0.9,17.8,Warrick,5090,165,,,,4.57,2.6,1.58,4.22,7.05,8,36,10.25
158,Greg Ward Jr.,WO54,WR,Houston,22.1,5106,189,105,-0.9,17.7,Ward,5106,189,31.125,9.875,74.5,4.59,2.69,1.56,4.31,6.9,10,34.5,9.58
159,Ramon Vargas,,WR,Cal Davis,,6020,187,105,-0.9,17.6,Vargas,6020,187,,,,4.57,2.64,1.51,4.28,,14,31,9.83
160,Ricky Seals-Jones,WO46,WR,Texas A&M,22.5,6045,243,104.9,-0.9,17.3,Seals-Jones,6045,243,33.125,9.625,80.25,4.69,2.75,1.63,4.33,7.46,17,31,10.08
161,Daikiel Shorts Jr.,,WR,West Virginia,,5116,196,104.8,-1,17.1,Shorts Jr.,5116,196,,,,4.6,2.67,1.63,4.29,7.15,16,33,10.33
162,Andre Patton,,WR,Rutgers,,6023,198,104.8,-1,17.1,Patton,6023,198,,,,4.54,2.65,1.68,4.29,6.74,10,35.5,9.83
163,Michael Means Jr.,,WR,Akron,,6004,198,104.7,-1,17,Means Jr.,6004,198,,,,4.64,2.62,1.54,4.5,7.01,8,31,10.42
164,Kennedy Williams,,WR,Utah State,,5056,164,104.7,-1,16.9,Williams,5056,164,,,,4.54,2.59,1.56,4.2,7.35,10,36.5,10.25
