#,Name,ID,Pos.,School,Age,HT,WT,pSPARQ,z-score,NFL%,LastName,HT,WT,Arm,Hand,Wing,40,20,10,SS,TC,BP,VJ,BJ
65,Jarell Boyd-Ross,,SS,Bloomsburg,,6021,220,111,-0.7,23.6,Boyd-Ross,6021,220,,,,4.67,2.72,1.61,4.41,7.44,24,36,10.17
66,Randy Uzoma,,SS,Nevada,,6012,200,111,-0.7,23.4,Uzoma,6012,200,,,,4.62,2.65,1.63,4.2,6.8,,34,10
67,Tre Sullivan,,FS,Shepherd,,5105,189,109.9,-0.7,23.4,Sullivan,5105,189,,,,4.61,2.6,1.55,4.14,7.01,18,32.5,9.83
68,Chanceller James,,SS,Boise State,,6023,215,110.8,-0.7,23.1,James,6023,215,,,,4.61,2.64,1.59,4.27,7.07,21,31,10.08
69,Jesse Washington,,SS,Air Force,,5110,187,110.4,-0.8,21.7,Washington,5110,187,,,,4.65,2.65,1.58,4.34,6.91,17,35.5,10.08
70,LaDarius Newbold,,FS,Illinois State,,5112,198,109,-0.8,20.6,Newbold,5112,198,,,,4.64,2.56,1.51,4.41,6.7,8,31.5,9.83
71,Charlie Miller,,FS,Dartmouth,,6000,190,108.9,-0.8,20.5,Miller,6000,190,,,,4.47,2.53,1.57,4.24,7.1,9,33.5,10.08
72,LeRoy Alexander,,SS,Youngstown State,,5112,197,109.6,-0.9,19.5,Alexander,5112,197,,,,4.61,2.69,1.67,4.15,6.95,11,35,10.33
73,Nathan Mcdowell,,SS,Florida Tech,,5095,199,109.4,-0.9,19.3,Mcdowell,5095,199,,,,4.68,2.66,1.6,4.2,6.9,15,35.5,9.58
74,Michael Egwuagu,,SS,Texas-San Antonio,,5111,222,109.4,-0.9,19.2,Egwuagu,5111,222,,,,4.64,2.66,1.65,4.34,7.06,19,33.5,10.08
75,Devin Chappell,,SS,Oregon State,23.3,6004,204,109.3,-0.9,18.8,Chappell,6004,204,30.375,9,74.125,4.64,2.69,1.57,4.33,7.09,17,35,9.67
76,Marcus McWilson,,FS,Kentucky,,6000,198,108.2,-0.9,18.4,McWilson,6000,198,,,,4.57,2.62,1.56,4.33,7.23,19,34,9.83
77,DeAndre Ward,,SS,Mississippi State,,6010,217,109.1,-0.9,18.3,Ward,6010,217,,,,4.64,2.63,1.63,4.31,6.97,15,32,10.17
78,Ryan Janvion,,SS,Wake Forest,,5101,194,109,-0.9,18,Janvion,5101,194,,,,4.83,2.75,1.63,4.36,7.26,20,39,10.33
