#,Name,ID,Pos.,School,Age,HT,WT,pSPARQ,z-score,NFL%,LastName,HT,WT,Arm,Hand,Wing,40,20,10,SS,TC,BP,VJ,BJ
,LeVander Brown,,TE,San Jose State,,6021,237,80.9,-2.7,0.4,Brown,6021,237,,,,5.02,2.83,1.77,4.66,7.23,12,28.5,9.25
,Justin Chandler,,TE,Iowa State,,6025,268,79.7,-2.8,0.3,Chandler,6025,268,,,,5.11,2.89,1.8,4.79,7.75,19,28,8.92
,Sean Irwin,,TE,Colorado,,6027,246,76.9,-3,0.1,Irwin,6027,246,,,,4.99,2.9,1.77,4.6,7.71,17,30.5,8.5
,Zac Veatch,,TE,Oklahoma State,,6037,253,76.5,-3,0.1,Veatch,6037,253,,,,5.08,2.88,1.73,4.81,7.94,20,27.5,9
,Eric Steffes,,TE,Wisconsin,,6034,268,76.3,-3,0.1,Steffes,6034,268,,,,5.11,2.88,1.78,4.5,,14,25,8.33
,Sam Browning,,TE,Eastern Michigan,,6034,237,72.9,-3.3,0.1,Browning,6034,237,,,,5.17,2.94,1.79,4.75,7.28,,27.5,8.5
,Shaquille Johnson,,TE,Western Kentucky,,6027,239,72.4,-3.3,0,Johnson,6027,239,,,,4.93,2.86,1.76,4.64,7.32,13,25.5,8.42
,Ken Hampel,,TE,Utah,,6032,258,66.3,-3.8,0,Hampel,6032,258,,,,5.33,3.08,1.87,4.71,7.74,,23.5,8.58
,Tevin Garrett,,TE,Jackson State,,6027,270,64.2,-3.9,0,Garrett,6027,270,,,,5.27,3.06,1.87,4.94,8.28,8,27,7.92
,Lafaele Fautanu,,TE,Indiana State,,6005,262,64,-4,0,Fautanu,6005,262,,,,5.33,3,1.78,4.9,8.08,16,24,8.25
,Jordan Jones,,TE,Texas-San Antonio,,6031,228,63.9,-4,0,Jones,6031,228,,,,5.13,2.9,1.87,4.85,8.28,10,27.5,8.67
,Charles Folger,,TE,Tennessee,,6035,273,62.9,-4,0,Folger,6035,273,,,,5.65,3.29,1.97,5.06,8.36,12,26.5,8.42
,Clayton Granch,,TE,New Mexico State,,6013,249,60.9,-4.2,0,Granch,6013,249,,,,5.38,3.04,1.87,4.83,7.6,11,26,8
,Cethan Carter,TE03,TE,Nebraska,24,6032,241,,,,Carter,6032,241,32.375,9,76.5,4.67,2.7,1.61,,,21,,
,Jake Butt,TE02,TE,Michigan,22.1,6054,246,,,,Butt,6054,246,32,10,77,,,,,,,,
