#,Name,ID,Pos.,School,Age,HT,WT,pSPARQ,z-score,NFL%,LastName,HT,WT,Arm,Hand,Wing,40,20,10,SS,TC,BP,VJ,BJ
126,Omar Howard,,ILB,Richmond,,6004,234,105,-1.3,10.1,Howard,6004,234,,,,4.73,2.76,1.71,4.51,7.15,22,30,10.08
127,Mark Rucker,,OLB,Central Florida,,5080,212,102.7,-1.3,10,Rucker,5080,212,,,,4.75,2.72,1.69,4.37,7.06,18,35,9.17
128,Jared Afalava,,OLB,Weber State,,6032,225,102.4,-1.3,9.5,Afalava,6032,225,,,,4.77,2.77,1.7,4.42,7.36,13,33,9.92
129,Praise Martin-Oguike,,OLB,Temple,,6003,258,102.4,-1.3,9.5,Martin-Oguike,6003,258,,,,4.88,2.74,1.6,4.53,7.25,30,28,9.33
130,Chad Geter,,OLB,Gardner-Webb,,6007,234,102.2,-1.3,9.2,Geter,6007,234,,,,4.78,2.77,1.71,4.37,7.27,19,30.5,9.75
131,William Twyman,,ILB,Brown,,6013,253,104.3,-1.3,9.1,Twyman,6013,253,,,,4.91,,1.68,4.53,7.25,26,34.5,9.25
132,George Stone III,,ILB,Stephen F. Austin,,6016,227,104.1,-1.4,8.8,Stone III,6016,227,,,,4.9,2.84,1.69,4.28,7.01,18,35,9.17
133,Thomas Brown,,OLB,Wake Forest,,6030,222,101.6,-1.4,8.6,Brown,6030,222,,,,4.75,2.72,1.74,4.45,7.49,15,33,10.25
134,Luke Stice,,ILB,Texas Tech,,5114,222,103.8,-1.4,8.4,Stice,5114,222,,,,4.65,2.72,1.69,4.45,7.39,28,32.5,9.5
135,Jordan Mynatt,,OLB,Towson,,6003,221,101.1,-1.4,8.1,Mynatt,6003,221,,,,4.84,2.75,1.6,4.36,6.92,16,30,9.33
136,LeGrande Harley,,OLB,North Carolina Central,,5117,223,100.8,-1.4,7.7,Harley,5117,223,,,,4.81,2.72,1.57,4.48,7.19,18,29.5,9.67
137,Nick Usher,,OLB,UTEP,22.6,6032,235,100.6,-1.4,7.6,Usher,6032,235,34.25,8.75,82.125,4.74,2.72,1.64,4.57,7.5,19,31,9.83
138,Avery Worsham,,OLB,Western Carolina,,6001,234,100.5,-1.4,7.4,Worsham,6001,234,,,,4.79,2.75,1.69,4.48,7.49,24,33.5,9.42
139,Dakota Cox,,ILB,New Mexico,,5116,226,102.9,-1.4,7.4,Cox,5116,226,,,,4.72,,,4.52,7.36,20,33.5,9.5
140,Anthony Darkangelo,,ILB,Ferris State,,5107,226,102.9,-1.5,7.3,Darkangelo,5107,226,,,,4.84,2.84,1.64,4.34,7.09,19,33,9.17
141,Avery Williams,,OLB,Temple,23,5091,222,100.3,-1.5,7.2,Williams,5091,222,29.75,9.25,72,4.7,2.68,1.63,4.33,7.21,24,29,9.17
142,Brock Carmen,,OLB,Utah State,,6022,225,100.2,-1.5,7.1,Carmen,6022,225,,,,4.67,2.7,1.63,4.38,7.16,8,29,9.5
143,TJ Ricks,,OLB,Old Dominion,,6002,237,99.9,-1.5,6.8,Ricks,6002,237,,,,4.83,2.73,1.65,4.51,7.6,17,34,9.58
144,Jack Lynn,,OLB,Minnesota,,6024,246,99.7,-1.5,6.6,Lynn,6024,246,,,,4.78,2.67,1.66,4.45,7.34,21,30.5,9.17
145,Roman Buchanan,,OLB,South Alabama,,6012,214,99.7,-1.5,6.6,Buchanan,6012,214,,,,4.81,2.75,1.64,4.5,7.51,18,33.5,9.92
146,Andy James Garcia,,ILB,Purdue,,5107,215,102.2,-1.5,6.5,James Garcia,5107,215,,,,4.81,2.74,1.66,4.22,7.03,23,31,9.25
147,Jake Konen,,ILB,Carroll College,,6004,237,101.8,-1.5,6.2,Konen,6004,237,,,,4.9,2.73,1.72,4.53,7.79,21,37,10
148,Tanner Hull,,OLB,Missouri,,5117,203,99.1,-1.6,6,Hull,5117,203,,,,4.81,2.8,1.65,4.6,7.26,20,36.5,9.5
149,Christian Tago,,ILB,San Jose State,,6003,237,101.6,-1.6,6,Tago,6003,237,,,,4.78,2.76,1.7,4.41,7.18,26,30,9.42
150,Greg Jones,,OLB,Rutgers,,5116,204,98.8,-1.6,5.9,Jones,5116,204,,,,4.73,2.77,1.71,4.45,7.13,26,32,9.5
151,Matthew Walsh,,ILB,Connecticut,,6000,244,101.4,-1.6,5.7,Walsh,6000,244,,,,4.85,2.71,1.62,4.42,7.49,30,32.5,9
152,Chuks Amaechi,,OLB,Georgia,,6016,235,98.3,-1.6,5.4,Amaechi,6016,235,,,,4.81,2.81,1.64,4.49,7.43,18,32,9.33
153,Folarin Orimolade,,OLB,Dartmouth,21.8,5106,239,98.3,-1.6,5.4,Orimolade,5106,239,31.625,9.375,75.375,4.92,2.76,1.63,4.74,7.77,21,36,9.67
154,Sean Walters,,OLB,West Virginia,,6003,233,97.9,-1.6,5.1,Walters,6003,233,,,,4.83,2.77,1.69,4.32,7.06,15,29,9.33
155,Deon Hollins,,OLB,UCLA,,6000,234,97.6,-1.7,4.9,Hollins,6000,234,,,,4.63,2.76,1.66,4.65,7.38,14,29.5,9.67
156,Epie Sona,,ILB,San Jose State,,5100,240,100.3,-1.7,4.7,Sona,5100,240,,,,4.82,2.84,1.76,4.23,7.46,21,31,9.5
