#,Name,ID,Pos.,School,Age,HT,WT,pSPARQ,z-score,NFL%,LastName,HT,WT,Arm,Hand,Wing,40,20,10,SS,TC,BP,VJ,BJ
81,Richie Sanders,,RB,Mercyhurst,,5074,186,110.6,-0.9,19.4,Sanders,5074,186,,,,4.64,2.6,1.53,4.09,6.69,10,32,9.33
82,Elijah McGuire,RB20,RB,Louisiana-Lafayette,23.3,5096,214,110.4,-0.9,19,McGuire,5096,214,31,9,74.625,4.52,2.65,1.61,4.56,7.26,15,36,10
83,Deon Hutchinson,,FB,Sam Houston State,,6000,265,97.4,-0.9,17.8,Hutchinson,6000,265,,,,5.01,,,4.72,7.58,29,32,10
84,Saylor Lavallii,,RB,Central Michigan,,5090,204,109.7,-0.9,17.4,Lavallii,5090,204,,,,4.69,2.71,1.61,4.05,7,24,34,9
85,Malik Rodriguez,,FB,Ohio,,6014,205,97.1,-0.9,17.4,Rodriguez,6014,205,,,,4.77,2.75,1.69,4.55,7.05,10,34.5,9.83
86,Devine Redding,RB25,RB,Indiana,21.6,5082,205,108.8,-1,15.7,Redding,5082,205,29.25,9.625,71.25,4.66,2.71,1.6,4.35,6.96,18,33,9.67
87,Kevin Miller,,RB,Newberry,,5083,180,108.6,-1,15.2,Miller,5083,180,,,,4.57,2.5,1.61,4.29,7.5,22,35,10.5
88,Kyle Paris,,RB,South Dakota State,,5103,198,108.3,-1,14.7,Paris,5103,198,,,,4.68,2.68,1.64,4.4,7.21,15,35.5,10.33
89,Donnell Pumphrey,RB24,RB,San Diego State,22.7,5082,176,108.2,-1.1,14.7,Pumphrey,5082,176,29,8.5,67.75,4.48,2.61,1.54,,,8,33.5,9.75
90,Prescott Line,,FB,Michigan State,,5113,246,95.4,-1.1,14.3,Line,5113,246,,,,4.96,2.86,1.7,4.32,7.18,39,29,8.75
91,Martin Ruiz,,RB,Youngstown State,,5097,205,107.9,-1.1,14.1,Ruiz,5097,205,,,,4.65,2.73,1.65,4.28,6.9,21,34.5,9.42
92,Elijah Hood,RB13,RB,North Carolina,21.7,5113,232,107.9,-1.1,14,Hood,5113,232,30.375,9.375,74.125,4.57,2.63,1.54,4.65,7.12,18,31.5,9.42
93,Jarveon Williams,,RB,Texas-San Antonio,,5084,202,107.7,-1.1,13.7,Williams,5084,202,,,,4.66,2.63,1.64,4.35,6.85,18,34.5,9.58
94,Ryan McCauley,,FB,California (PA),,6012,229,95,-1.1,13.6,McCauley,6012,229,,,,4.82,,1.72,4.51,7.37,19,35.5,9.25
95,Josh Clemons,,RB,Jacksonville State,,5095,220,107.2,-1.1,12.9,Clemons,5095,220,,,,4.68,2.7,1.67,4.59,7.35,23,35.5,10.33
96,Danny Nwosu,,FB,Colorado State,,6027,245,94.2,-1.2,12.3,Nwosu,6027,245,,,,4.82,2.8,1.69,4.61,7.59,18,33,9.5
97,Derrick Craine,,RB,Chattanooga,,5090,205,106.7,-1.2,12,Craine,5090,205,,,,4.6,2.62,1.61,4.25,7.03,20,32.5,9.33
98,Leonard Fournette,RB09,RB,LSU,22.6,6004,240,106.6,-1.2,11.9,Fournette,6004,240,31.625,9.25,75.25,4.51,2.65,1.59,,,,28.5,
99,Jojo Kemp,,RB,Kentucky,,5094,204,106.5,-1.2,11.6,Kemp,5094,204,,,,4.67,2.74,1.62,4.53,7.48,23,36.5,10.08
100,Tyler Renew,,FB,Citadel,,5111,233,93.6,-1.2,11.6,Renew,5111,233,,,,4.66,2.7,1.76,4.56,7.23,19,32,9.5
101,Lawrence Elliott Jr.,,RB,Bloomsburg,,5114,221,106.4,-1.2,11.6,Elliott Jr.,5114,221,,,,4.64,2.66,1.66,4.2,7.31,16,33.5,9.58
102,Grant Powell,,FB,South Alabama,,6025,245,93.5,-1.2,11.4,Powell,6025,245,,,,4.98,2.91,1.7,4.51,7.59,22,32.5,9.5
103,Maximo Espitia,,FB,Portland State,,6015,239,93.2,-1.2,11,Espitia,6015,239,,,,4.87,2.84,1.69,4.56,,17,33.5,9.33
104,Nate Tago,,RB,Portland State,,5095,208,106,-1.2,11,Tago,5095,208,,,,4.66,2.63,1.56,4.53,,21,37.5,9.25
105,Kody Walker,,RB,Arkansas,,5117,232,105.9,-1.2,10.8,Walker,5117,232,,,,4.88,2.76,1.56,4.63,7.09,19,34,9.25
106,Akeem Judd,,RB,Mississippi,,5106,225,105.8,-1.2,10.6,Judd,5106,225,,,,4.54,2.63,1.62,4.35,7.47,21,32.5,9.5
107,Tarik Cohen,RB03,RB,North Carolina A&T,22.1,5064,179,105.5,-1.3,10.2,Cohen,5064,179,29.75,10.125,71.25,4.42,2.59,1.54,4.27,7.22,11,31.5,9.83
108,Jacobi Owens,,RB,Air Force,,5112,203,105.5,-1.3,10.2,Owens,5112,203,,,,4.79,2.71,1.58,4.38,7.27,,33.5,9.75
109,Jared Joyner,,RB,Campbell,,5110,208,105.5,-1.3,10.2,Joyner,5110,208,,,,4.66,2.68,1.52,4.5,7.51,10,32.5,10
110,Bradley Mitchell,,RB,Mount Union,,5045,170,105.2,-1.3,9.7,Mitchell,5045,170,,,,4.65,2.68,1.57,4.33,6.9,19,36,9.33
111,Kendall Couamin,,FB,Liberty,,6011,250,92.3,-1.3,9.7,Couamin,6011,250,,,,4.97,2.84,1.78,4.38,7.38,22,29.5,9.67
112,Rushel Shell III,RB27,RB,West Virginia,24,5095,227,105.1,-1.3,9.6,Shell,5095,227,30,9.625,71.375,4.69,2.76,1.71,4.2,7.09,21,32.5,
113,Darik Dillard,,RB,Rice,,5100,207,105.1,-1.3,9.6,Dillard,5100,207,,,,4.74,2.79,1.64,4.53,7.11,16,36.5,9.75
114,Kalif Phillips,,RB,Charlotte,,5093,218,104.2,-1.4,8.4,Phillips,5093,218,,,,4.66,2.59,1.56,4.35,7,17,30,9.08
115,Michael Zunica,,FB,Kansas,,5107,237,91.1,-1.4,8.3,Zunica,5107,237,,,,4.93,2.87,1.75,4.4,7.25,22,31.5,9.17
116,Jody Webb,,RB,Youngstown State,,5074,186,104.1,-1.4,8.2,Webb,5074,186,,,,4.44,2.58,1.51,4.28,7.02,15,30,9.17
117,Khris Francis,,RB,North Carolina,,5080,183,103.9,-1.4,8.1,Francis,5080,183,,,,4.61,2.68,1.59,4.23,6.95,17,30,9.83
118,Desmond Maxwell,,FB,Western Kentucky,,6006,252,90.7,-1.4,7.9,Maxwell,6006,252,,,,4.89,2.84,1.75,4.41,7.03,25,30,8.58
119,Rennie Childs,,RB,Oklahoma State,,5103,212,103.3,-1.5,7.3,Childs,5103,212,,,,4.6,2.64,1.59,4.44,7.33,20,33,9.33
120,Michael Malloy,,RB,Northern Iowa,,6002,208,103.1,-1.5,7.1,Malloy,6002,208,,,,4.61,2.72,1.64,4.57,7.53,17,36,10.08
121,Tarean Folston,,RB,Notre Dame,,5092,199,102.8,-1.5,6.8,Folston,5092,199,,,,4.76,2.75,1.68,4.24,6.93,20,33.5,9.58
122,Kade Harrington,,RB,Lamar,,5062,184,102.7,-1.5,6.7,Harrington,5062,184,,,,4.61,2.66,1.59,4.38,7.26,22,35,9.42
123,Nolan Saraceni,,RB,Montana Tech,,5093,195,102.7,-1.5,6.7,Saraceni,5093,195,,,,4.71,2.78,1.66,4.37,6.97,20,35,9.5
124,James Conner,RB04,RB,Pittsburgh,22.3,6014,233,102.3,-1.5,6.3,Conner,6014,233,31.25,9.875,75.375,4.65,2.69,1.63,4.4,7.14,20,29,9.42
125,Dalvin Cook,RB05,RB,Florida State,22.1,5103,210,102.1,-1.5,6.1,Cook,5103,210,32.375,9.25,75.125,4.49,2.63,1.59,4.53,7.27,22,30.5,9.58
126,Shamar Greene,,RB,Slippery Rock,,5072,183,101.9,-1.6,5.9,Greene,5072,183,,,,4.72,2.79,1.62,4.34,7.17,18,34.5,9.75
127,Emmanuel Holder,,FB,Towson,,5111,249,88.3,-1.6,5.6,Holder,5111,249,,,,4.99,2.9,1.77,4.56,7.41,16,30,9.75
128,Lenard Tillery,,RB,Southern,,5091,201,100.8,-1.6,5,Tillery,5091,201,29.25,8.875,72,4.58,2.61,1.59,4.51,7.21,16,33,9.42
